index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader
57691,you can't buy brain. 😌 #neuroscience #academictwitter #covidiots #antivaxxer #antivax,"[('you', 'PRP'), ('cannot', 'VBP'), ('buy', 'VB'), ('brain', 'NN'), ('neuroscience', 'NN'), ('academictwitter', 'NN'), ('covidiots', 'NNS'), ('antivaxxer', 'VBP'), ('anthrax', 'NN')]",ENGLISH,"['can', 'not', 'brain', 'neuroscience', 'academictwitter', 'covidiot', 'antivaxxer', 'anthrax']",can not brain neuroscience academictwitter covidiot antivaxxer anthrax,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57692,"karma is thing… if you are terrible dishonest person, specially antivaxxer","[('karma', 'NN'), ('is', 'VBZ'), ('thing', 'NN'), ('i', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('terrible', 'JJ'), ('dishonest', 'JJS'), ('person', 'NN'), ('specially', 'RB'), ('antivaxxer', 'JJ')]",ENGLISH,"['karma', 'thing', 'terrible', 'dishonest', 'person', 'specially', 'antivaxxer']",karma thing terrible dishonest person specially antivaxxer,"{'neg': 0.43, 'neu': 0.57, 'pos': 0.0, 'compound': -0.7783}",-0.7783,negative
57696,amplifying incompetent &amp; pr hungry politicians are main cause #vaccineinequity. lack planning &amp; transparency #vaccination policy turn many people #antivaxxer some politicians like vultures happy using #coronaviruspandemic &amp; #vaccinationdrive pr &amp; votes.,"[('amplifying', 'VBG'), ('incompetent', 'JJ'), ('amp', 'NN'), ('or', 'CC'), ('hungry', 'JJ'), ('politicians', 'NNS'), ('are', 'VBP'), ('main', 'JJ'), ('because', 'IN'), ('vaccineinequity', 'NN'), ('lack', 'NN'), ('planning', 'NN'), ('amp', 'NN'), ('transparency', 'NN'), ('vaccination', 'NN'), ('policy', 'NN'), ('turn', 'VBP'), ('many', 'JJ'), ('people', 'NNS'), ('antivaxxer', 'VBP'), ('some', 'DT'), ('politicians', 'NNS'), ('like', 'IN'), ('vultures', 'NNS'), ('happy', 'JJ'), ('using', 'VBG'), ('coronaviruspandemic', 'JJ'), ('amp', 'JJ'), ('vaccinationdrive', 'NN'), ('or', 'CC'), ('amp', 'NN'), ('votes', 'NNS')]",ENGLISH,"['amplify', 'incompetent', 'amp', 'hungry', 'politician', 'main', 'vaccineinequity', 'lack', 'plan', 'amp', 'transparency', 'vaccination', 'policy', 'turn', 'many', 'people', 'antivaxxer', 'politician', 'like', 'vulture', 'happy', 'use', 'coronaviruspandemic', 'amp', 'vaccinationdrive', 'amp', 'vote']",amplify incompetent amp hungry politician main vaccineinequity lack plan amp transparency vaccination policy turn many people antivaxxer politician like vulture happy use coronaviruspandemic amp vaccinationdrive amp vote,"{'neg': 0.188, 'neu': 0.66, 'pos': 0.152, 'compound': -0.128}",-0.128,negative
57697,what shit fuck ni kes antivaxxer nak berjalan la ni.,"[('what', 'WP'), ('shit', 'VBD'), ('fuck', 'NN'), ('this', 'DT'), ('case', 'NN'), ('antivaxxer', 'VBZ'), ('wants', 'VBZ'), ('to', 'TO'), ('walk', 'VB'), ('on', 'IN')]",ENGLISH,"['shit', 'fuck', 'case', 'antivaxxer', 'want', 'walk']",shit fuck case antivaxxer want walk,"{'neg': 0.47, 'neu': 0.53, 'pos': 0.0, 'compound': -0.7964}",-0.7964,negative
57711,"i am not #antivaxxer . i follow science. science need not be what people governments or social media, ideology irrespective tell you. it may even be exactly what they tell you. there are unending possibilities this particularly undefined situation.","[('i', 'NN'), ('am', 'VBP'), ('not', 'RB'), ('antivaxxer', 'JJ'), ('i', 'NNS'), ('follow', 'VBP'), ('science', 'NN'), ('science', 'NN'), ('need', 'MD'), ('not', 'RB'), ('be', 'VB'), ('what', 'WP'), ('people', 'NNS'), ('governments', 'NNS'), ('or', 'CC'), ('social', 'JJ'), ('media', 'NNS'), ('ideology', 'JJ'), ('irrespective', 'JJ'), ('tell', 'NN'), ('you', 'PRP'), ('it', 'PRP'), ('may', 'MD'), ('even', 'RB'), ('be', 'VB'), ('exactly', 'RB'), ('what', 'WP'), ('they', 'PRP'), ('tell', 'VBP'), ('you', 'PRP'), ('there', 'EX'), ('are', 'VBP'), ('unending', 'VBG'), ('possibilities', 'NNS'), ('this', 'DT'), ('particularly', 'RB'), ('undefined', 'JJ'), ('situation', 'NN')]",ENGLISH,"['not', 'antivaxxer', 'follow', 'science', 'science', 'need', 'not', 'people', 'government', 'social_media', 'ideology', 'irrespective', 'tell', 'may', 'even', 'exactly', 'tell', 'unending', 'possibility', 'particularly', 'undefine', 'situation']",not antivaxxer follow science science need not people government social_media ideology irrespective tell may even exactly tell unending possibility particularly undefine situation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57713,ironically when that antivaxxer is obese his 30s blowing his shesha pipe arguing vaccine “will make him impotent or die young”…,"[('ironically', 'RB'), ('when', 'WRB'), ('that', 'DT'), ('antivaxxer', 'NN'), ('is', 'VBZ'), ('obese', 'JJ'), ('his', 'PRP$'), ('is', 'VBZ'), ('blowing', 'VBG'), ('his', 'PRP$'), ('shisha', 'NN'), ('pipe', 'NN'), ('arguing', 'VBG'), ('vaccine', 'NN'), ('i', 'NN'), ('will', 'MD'), ('make', 'VB'), ('him', 'PRP'), ('impotent', 'JJ'), ('or', 'CC'), ('die', 'JJ'), ('young', 'JJ'), ('i', 'NN')]",ENGLISH,"['ironically', 'antivaxxer', 'obese', 'blow', 'shisha', 'pipe', 'argue', 'vaccine', 'make', 'impotent', 'die', 'young']",ironically antivaxxer obese blow shisha pipe argue vaccine make impotent die young,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.8402}",-0.8402,negative
57717,yes..antivaks are selfish people.. they dont care children life ..ada juga antivaxxer di kalangan doktor.. doktor mcmni ialah doktor yg selfish they do harm others.,"[('yes', 'NNS'), ('i', 'VBP'), ('antivaks', 'NNS'), ('are', 'VBP'), ('selfish', 'JJ'), ('people', 'NNS'), ('i', 'VBP'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('care', 'VB'), ('children', 'NNS'), ('life', 'NN'), ('i', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('also', 'RB'), ('antivaxxer', 'JJ'), ('among', 'IN'), ('doctors', 'NNS'), ('i', 'VBP'), ('doctor', 'NN'), ('mini', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('doctor', 'NN'), ('who', 'WP'), ('is', 'VBZ'), ('selfish', 'JJ'), ('they', 'PRP'), ('do', 'VBP'), ('harm', 'JJ'), ('others', 'NNS')]",ENGLISH,"['yes', 'antivak', 'selfish', 'people', 'not', 'care', 'child', 'life', 'also', 'antivaxxer', 'among', 'doctor', 'doctor', 'mini', 'doctor', 'selfish', 'harm', 'other']",yes antivak selfish people not care child life also antivaxxer among doctor doctor mini doctor selfish harm other,"{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.9067}",-0.9067,negative
57727,i met #antivaxxer today. stupid sob unmasked proud about it.,"[('i', 'NN'), ('met', 'VBD'), ('antivaxxer', 'JJ'), ('today', 'NN'), ('stupid', 'JJ'), ('sob', 'NN'), ('unmasked', 'VBD'), ('proud', 'JJ'), ('about', 'IN'), ('it', 'PRP')]",ENGLISH,"['met', 'antivaxxer', 'today', 'stupid', 'sob', 'unmask', 'proud']",met antivaxxer today stupid sob unmask proud,"{'neg': 0.372, 'neu': 0.414, 'pos': 0.214, 'compound': -0.3182}",-0.3182,negative
57749,it’s been 3 weeks since i went jog after booster shot… so i went tonight 😖,"[('it', 'PRP'), ('i', 'VBZ'), ('i', 'RB'), ('been', 'VBN'), ('three', 'CD'), ('weeks', 'NNS'), ('since', 'IN'), ('i', 'NN'), ('went', 'VBD'), ('jog', 'NN'), ('after', 'IN'), ('booster', 'NN'), ('shot', 'NN'), ('i', 'NN'), ('so', 'RB'), ('i', 'JJ'), ('went', 'VBD'), ('tonight', 'NN')]",ENGLISH,"['three', 'week', 'since', 'go', 'jog', 'booster', 'shot', 'go', 'tonight']",three week since go jog booster shot go tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57751,"finally im done with my fyp ☠️ can’t wait hit gym back, resting booster shot feels forever. 🥲","[('finally', 'RB'), ('i', 'JJ'), ('am', 'VBP'), ('done', 'VBN'), ('with', 'IN'), ('my', 'PRP$'), ('fop', 'NN'), ('i', 'NN'), ('can', 'MD'), ('i', 'VB'), ('i', 'JJ'), ('wait', 'VBP'), ('hit', 'VBN'), ('gym', 'NNS'), ('back', 'RB'), ('resting', 'VBG'), ('booster', 'NN'), ('shot', 'NN'), ('feels', 'NNS'), ('forever', 'RB')]",ENGLISH,"['finally', 'do', 'fop', 'wait', 'hit', 'back', 'resting', 'booster', 'shot', 'feel', 'forever']",finally do fop wait hit back resting booster shot feel forever,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57754,4th booster shot white house medical adviser dr fauci says may be needed,"[('ith', 'NN'), ('booster', 'NN'), ('shot', 'VBD'), ('white', 'JJ'), ('house', 'NN'), ('medical', 'JJ'), ('adviser', 'NN'), ('do', 'VBP'), ('faci', 'JJR'), ('says', 'VBZ'), ('may', 'MD'), ('be', 'VB'), ('needed', 'VBN')]",ENGLISH,"['ith', 'booster', 'shot', 'white_house', 'medical', 'adviser', 'faci', 'say', 'may', 'need']",ith booster shot white_house medical adviser faci say may need,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57755,people don’t post about their booster shot anymore. what happened 🤔,"[('people', 'NNS'), ('don', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('post', 'VBP'), ('about', 'IN'), ('their', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('anymore', 'RB'), ('what', 'WP'), ('happened', 'VBD')]",ENGLISH,"['people', 'post', 'booster', 'shoot', 'anymore', 'happen']",people post booster shoot anymore happen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57770,"with vaccine booster shots ushering new year, 2022 brings positivity promise. we are seeing businesses region experiencing age 're-'","[('with', 'IN'), ('vaccine', 'JJ'), ('booster', 'NN'), ('shots', 'NNS'), ('ushering', 'VBG'), ('new', 'JJ'), ('year', 'NN'), ('brings', 'VBZ'), ('positivity', 'NN'), ('promise', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('seeing', 'VBG'), ('businesses', 'NNS'), ('region', 'NN'), ('experiencing', 'VBG'), ('age', 'NN'), ('re', 'NN'), ('i', 'NN')]",ENGLISH,"['vaccine', 'booster', 'shot', 'usher', 'new', 'year', 'bring', 'positivity', 'promise', 'see', 'business', 'region', 'experience', 'age']",vaccine booster shot usher new year bring positivity promise see business region experience age,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.6808}",0.6808,positive
57775,where can one go walk-in sinovac booster shots,"[('where', 'WRB'), ('can', 'MD'), ('one', 'CD'), ('go', 'VB'), ('walk', 'NN'), ('in', 'IN'), ('sinovac', 'JJ'), ('booster', 'NN'), ('shots', 'NNS')]",ENGLISH,"['one', 'go', 'walk', 'sinovac', 'booster', 'shot']",one go walk sinovac booster shot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57779,am i only one who never feel anything booster shot,"[('am', 'VBP'), ('i', 'VBZ'), ('only', 'RB'), ('one', 'CD'), ('who', 'WP'), ('never', 'RB'), ('feel', 'VBP'), ('anything', 'NN'), ('booster', 'NN'), ('shot', 'NN')]",ENGLISH,"['one', 'never', 'feel', 'anything', 'booster', 'shoot']",one never feel anything booster shoot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57789,got my booster shot less than five mins record app got updated real time grabe this is how they feel pala counties with efficient systems hahaha,"[('got', 'VBD'), ('my', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('less', 'JJR'), ('than', 'IN'), ('five', 'CD'), ('mins', 'NNS'), ('record', 'NN'), ('app', 'NN'), ('got', 'VBD'), ('updated', 'JJ'), ('real', 'JJ'), ('time', 'NN'), ('grab', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('how', 'WRB'), ('they', 'PRP'), ('feel', 'VBP'), ('pala', 'JJ'), ('counties', 'NNS'), ('with', 'IN'), ('efficient', 'JJ'), ('systems', 'NNS'), ('hahaha', 'VBP')]",ENGLISH,"['get', 'booster', 'shot', 'less', 'five', 'min', 'record', 'app', 'get', 'update', 'real', 'time', 'grab', 'feel', 'pala', 'county', 'efficient', 'systems', 'hahaha']",get booster shot less five min record app get update real time grab feel pala county efficient systems hahaha,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7506}",0.7506,positive
57791,"after 2 months delaying my booster shot, i finally got it today. setel..","[('after', 'IN'), ('two', 'CD'), ('months', 'NNS'), ('delaying', 'VBG'), ('my', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('i', 'NN'), ('finally', 'RB'), ('got', 'VBD'), ('it', 'PRP'), ('today', 'NN'), ('steel', 'NN'), ('i', 'NN')]",ENGLISH,"['two', 'month', 'delay', 'booster', 'shot', 'finally', 'get', 'today', 'steel']",two month delay booster shot finally get today steel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57797,change fully-vaccinated definition australia now need third covid booster shot,"[('change', 'NN'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('definition', 'NN'), ('australia', 'NN'), ('now', 'RB'), ('need', 'VBP'), ('third', 'JJ'), ('couid', 'JJ'), ('booster', 'NN'), ('shot', 'NN')]",ENGLISH,"['change', 'fully', 'vaccinate', 'definition', 'australia', 'need', 'third', 'couid', 'booster', 'shot']",change fully vaccinate definition australia need third couid booster shot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57806,day after booster shots should not exist,"[('day', 'NN'), ('after', 'IN'), ('booster', 'NN'), ('shots', 'NNS'), ('should', 'MD'), ('not', 'RB'), ('exist', 'VB')]",ENGLISH,"['day', 'booster', 'shot', 'not', 'exist']",day booster shot not exist,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57810,"about get booster shot,,,,,, terrified,,, screaming","[('about', 'IN'), ('get', 'NN'), ('booster', 'NN'), ('shot', 'NN'), ('terrified', 'VBD'), ('screaming', 'VBG')]",ENGLISH,"['get', 'booster', 'shot', 'terrified', 'scream']",get booster shot terrified scream,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative
57816,"since booster shot, my body aches soo much.","[('since', 'IN'), ('booster', 'NN'), ('shot', 'NN'), ('my', 'PRP$'), ('body', 'NN'), ('aches', 'VBZ'), ('soo', 'RB'), ('much', 'JJ')]",ENGLISH,"['since', 'booster', 'shot', 'body_aches', 'soo', 'much']",since booster shot body_aches soo much,"{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
57822,"just take booster ffs. whether its every year or whatever, just take it. whats so hard understand same people who dont wanna take booster shot keep complaining about when covid be eradicated. irony.","[('just', 'RB'), ('take', 'VB'), ('booster', 'NN'), ('ifs', 'IN'), ('whether', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('every', 'DT'), ('year', 'NN'), ('or', 'CC'), ('whatever', 'WDT'), ('just', 'RB'), ('take', 'VBP'), ('it', 'PRP'), ('what', 'WDT'), ('has', 'VBZ'), ('so', 'RB'), ('hard', 'JJ'), ('understand', 'NN'), ('same', 'JJ'), ('people', 'NNS'), ('who', 'WP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('to', 'TO'), ('take', 'VB'), ('booster', 'NN'), ('shot', 'NN'), ('keep', 'VB'), ('complaining', 'VBG'), ('about', 'IN'), ('when', 'WRB'), ('couid', 'NN'), ('be', 'VB'), ('eradicated', 'VBN'), ('irony', 'NN')]",ENGLISH,"['take', 'booster', 'ifs', 'whether', 'every', 'year', 'whatever', 'take', 'hard', 'understand', 'people', 'not', 'want', 'take', 'booster', 'shot', 'keep', 'complain', 'couid', 'eradicate', 'irony']",take booster ifs whether every year whatever take hard understand people not want take booster shot keep complain couid eradicate irony,"{'neg': 0.23, 'neu': 0.77, 'pos': 0.0, 'compound': -0.7695}",-0.7695,negative
57834,gorgeous gorgeous girls get their booster shot. my stepdad is gorgeous gorgeous girl 💉,"[('gorgeous', 'JJ'), ('gorgeous', 'JJ'), ('girls', 'NNS'), ('get', 'VBP'), ('their', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('my', 'PRP$'), ('stepdad', 'NN'), ('is', 'VBZ'), ('gorgeous', 'JJ'), ('gorgeous', 'JJ'), ('girl', 'NN'), ('syringe', 'NN')]",ENGLISH,"['gorgeous_gorgeous', 'girl', 'get', 'booster', 'shoot', 'stepdad', 'gorgeous_gorgeous', 'girl', 'syringe']",gorgeous_gorgeous girl get booster shoot stepdad gorgeous_gorgeous girl syringe,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.9517}",0.9517,positive
57851,this booster shot is killing me. 🥲,"[('this', 'DT'), ('booster', 'NN'), ('shot', 'NN'), ('is', 'VBZ'), ('killing', 'VBG'), ('me', 'PRP')]",ENGLISH,"['booster', 'shot', 'kill']",booster shot kill,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",-0.6597,negative
57856,this booster shot is really making me sick. 😬,"[('this', 'DT'), ('booster', 'NN'), ('shot', 'NN'), ('is', 'VBZ'), ('really', 'RB'), ('making', 'VBG'), ('me', 'PRP'), ('sick', 'JJ')]",ENGLISH,"['booster', 'shoot', 'really', 'make', 'sick']",booster shoot really make sick,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.552}",-0.552,negative
57868,"wait what's up with this growing number people who don't want booster shot. if you've already done first 2 shots, just get booster shot done la stop whining holy hell","[('wait', 'NN'), ('what', 'WP'), ('has', 'VBZ'), ('up', 'RP'), ('with', 'IN'), ('this', 'DT'), ('growing', 'VBG'), ('number', 'NN'), ('people', 'NNS'), ('who', 'WP'), ('do', 'VBP'), ('not', 'RB'), ('want', 'VB'), ('booster', 'NN'), ('shot', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('already', 'RB'), ('done', 'VBN'), ('first', 'RB'), ('two', 'CD'), ('shots', 'NNS'), ('just', 'RB'), ('get', 'VB'), ('booster', 'RB'), ('shot', 'JJ'), ('done', 'VBN'), ('la', 'NN'), ('stop', 'NN'), ('whining', 'NN'), ('holy', 'NN'), ('he', 'PRP'), ('shall', 'MD')]",ENGLISH,"['wait', 'grow', 'number', 'people', 'not', 'want', 'booster', 'shoot', 'already', 'do', 'first', 'two', 'shot', 'get', 'booster', 'shot', 'do', 'la', 'stop', 'whine', 'holy', 'shall']",wait grow number people not want booster shoot already do first two shot get booster shot do la stop whine holy shall,"{'neg': 0.275, 'neu': 0.637, 'pos': 0.088, 'compound': -0.7748}",-0.7748,negative
57883,get your booster shot peeps stay safe,"[('get', 'VB'), ('your', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('peeps', 'NNS'), ('stay', 'VBP'), ('safe', 'JJ')]",Unknown,"['get', 'booster', 'shot', 'peep', 'stay_safe']",get booster shot peep stay_safe,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,positive
57885,i just took my booster shot my heart hurts lot,"[('i', 'NN'), ('just', 'RB'), ('took', 'VBD'), ('my', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('my', 'PRP$'), ('heart', 'NN'), ('hurts', 'VBZ'), ('lot', 'NN')]",ENGLISH,"['take', 'booster', 'shot', 'heart', 'hurt', 'lot']",take booster shot heart hurt lot,"{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
57886,i would think after omicron wave by april pandemic is over i would think need booster shots as well…,"[('i', 'NN'), ('would', 'MD'), ('think', 'VB'), ('after', 'IN'), ('omicron', 'NNS'), ('wave', 'VBP'), ('by', 'IN'), ('april', 'JJ'), ('pandemic', 'NN'), ('is', 'VBZ'), ('over', 'IN'), ('i', 'NN'), ('would', 'MD'), ('think', 'VB'), ('need', 'VB'), ('booster', 'JJR'), ('shots', 'NNS'), ('as', 'IN'), ('well', 'RB'), ('i', 'VB')]",ENGLISH,"['would', 'think', 'omicron', 'wave', 'april', 'pandemic', 'would', 'think', 'need', 'booster', 'shot', 'well']",would think omicron wave april pandemic would think need booster shot well,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57900,"stay safe, get your vaccines booster shots now guys. we've hit 17k cases as today. if you love care about others, do not hesitate get it. think everyone around you ones you love, would you rather put them danger","[('stay', 'NN'), ('safe', 'JJ'), ('get', 'VB'), ('your', 'PRP$'), ('vaccines', 'NNS'), ('booster', 'RBR'), ('shots', 'NNS'), ('now', 'RB'), ('guys', 'VBP'), ('we', 'PRP'), ('have', 'VBP'), ('hit', 'VBN'), ('ask', 'JJ'), ('cases', 'NNS'), ('as', 'IN'), ('today', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('love', 'VBP'), ('care', 'VB'), ('about', 'IN'), ('others', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('hesitate', 'VB'), ('get', 'VB'), ('it', 'PRP'), ('think', 'VB'), ('everyone', 'NN'), ('around', 'IN'), ('you', 'PRP'), ('ones', 'NNS'), ('you', 'PRP'), ('love', 'VBP'), ('would', 'MD'), ('you', 'PRP'), ('rather', 'RB'), ('put', 'VBD'), ('them', 'PRP'), ('danger', 'NN')]",ENGLISH,"['stay_safe', 'get', 'vaccine', 'booster', 'shot', 'hit', 'ask', 'case', 'today', 'love', 'care', 'other', 'not', 'hesitate', 'get', 'think', 'everyone', 'around', 'one', 'love', 'would', 'rather', 'put', 'danger']",stay_safe get vaccine booster shot hit ask case today love care other not hesitate get think everyone around one love would rather put danger,"{'neg': 0.064, 'neu': 0.626, 'pos': 0.309, 'compound': 0.9172}",0.9172,positive
57902,please take your booster shot. save your family. save everyone.,"[('please', 'VB'), ('take', 'VB'), ('your', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('save', 'VB'), ('your', 'PRP$'), ('family', 'NN'), ('save', 'VB'), ('everyone', 'NN')]",ENGLISH,"['please', 'take', 'booster', 'shoot', 'save', 'family', 'save', 'everyone']",please take booster shoot save family save everyone,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.8271}",0.8271,positive
57903,got booster shot last saturday... suffering mild fever monday... corona ද dengue ද booster ද virus ද කියලා හිතා ගන්න බැරිව ඉන්නේ...කෝකටත් නිවාඩු දාලා බෝඩිමට වෙලා ඉන්නවා..,"[('got', 'VBD'), ('booster', 'NN'), ('shot', 'NN'), ('last', 'JJ'), ('saturday', 'JJ'), ('suffering', 'VBG'), ('mild', 'NN'), ('fever', 'NN'), ('monday', 'NN'), ('can', 'MD'), ('not', 'RB'), ('imagine', 'VB'), ('corona', 'NN'), ('dengue', 'NN'), ('booster', 'NN'), ('or', 'CC'), ('virus', 'NN')]",ENGLISH,"['get', 'booster', 'shoot', 'last', 'saturday', 'suffer', 'mild', 'fever', 'monday', 'not', 'imagine', 'corona', 'dengue', 'booster', 'virus']",get booster shoot last saturday suffer mild fever monday not imagine corona dengue booster virus,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
57904,please get boosted if you are able booster shots have saved our lives most likely omicron,"[('please', 'VB'), ('get', 'VB'), ('boosted', 'VBN'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('able', 'JJ'), ('booster', 'NN'), ('shots', 'NNS'), ('have', 'VBP'), ('saved', 'VBN'), ('our', 'PRP$'), ('lives', 'NNS'), ('most', 'RBS'), ('likely', 'JJ'), ('omicron', 'NN')]",ENGLISH,"['please', 'get', 'boost', 'able', 'booster', 'shot', 'save', 'live', 'likely', 'omicron']",please get boost able booster shot save live likely omicron,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.765}",0.765,positive
57906,"wherever you guys are please stay safe get your booster shot if possible, cases are rising drastically 😣😣","[('wherever', 'IN'), ('you', 'PRP'), ('guys', 'NNS'), ('are', 'VBP'), ('please', 'JJ'), ('stay', 'VB'), ('safe', 'JJ'), ('get', 'VB'), ('your', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('if', 'IN'), ('possible', 'JJ'), ('cases', 'NNS'), ('are', 'VBP'), ('rising', 'VBG'), ('drastically', 'RB')]",ENGLISH,"['wherever', 'please', 'stay_safe', 'get', 'booster', 'shot', 'possible', 'cases_rise', 'drastically']",wherever please stay_safe get booster shot possible cases_rise drastically,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.6369}",0.6369,positive
57907,mild fever after booster shot yesterday 🥲,"[('mild', 'NN'), ('fever', 'NN'), ('after', 'IN'), ('booster', 'NN'), ('shot', 'NN'), ('yesterday', 'NN')]",ENGLISH,"['mild', 'fever', 'booster', 'shot', 'yesterday']",mild fever booster shot yesterday,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
57913,bro i wasn't expecting this booster shot hit me this hard few days,"[('bro', 'NN'), ('i', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('expecting', 'VBG'), ('this', 'DT'), ('booster', 'NN'), ('shot', 'NN'), ('hit', 'VBD'), ('me', 'PRP'), ('this', 'DT'), ('hard', 'JJ'), ('few', 'JJ'), ('days', 'NNS')]",ENGLISH,"['bro', 'not', 'expect', 'booster', 'shot', 'hit', 'hard', 'day']",bro not expect booster shot hit hard day,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.128}",-0.128,negative
57920,i got my booster shot monday it kicked my ass whole tuesday holy shit,"[('i', 'NN'), ('got', 'VBD'), ('my', 'PRP$'), ('booster', 'NN'), ('shot', 'NN'), ('monday', 'NN'), ('it', 'PRP'), ('kicked', 'VBD'), ('my', 'PRP$'), ('ass', 'NN'), ('whole', 'NN'), ('tuesday', 'NN'), ('holy', 'VBD'), ('shit', 'NNS')]",ENGLISH,"['get', 'booster', 'shot', 'monday', 'kick', 'ass', 'whole', 'tuesday', 'holy', 'shit']",get booster shot monday kick ass whole tuesday holy shit,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7964}",-0.7964,negative
