Text,Translated
백신 안 맞겠다면 같이 못 놀지... 뭘 믿고?,"If you would not be a vaccine, you can not play ... what do you believe?"
"사람마다 백신 후유증이 다를텐데, 맞기 전후에 꼭 타이레놀 먹으라고 호들갑을 떠는 사람이 있다. 2차는 보통이 아니라고. 소화제 등의 약을 왠만하면 먹기 꺼리는 나는 1차때와 마찬가지로 2차때도 해열제를 안먹었다. 대신 저녁을 든든하게 먹고 일찍 잤다. 아침에 오히려 몸이 개운하다.","Every person will be different from the back of the vaccine, and before and after the right, there is a person who is a hoon. The second is not usually. I did not eat the second time as I was in the first time. Instead of eating dinner and slept early. In the morning, the body is warm."
"""화이자 백신 1차 접종후 한달째 의식을 찾지못 하는 저희 언니좀 살려주세요 &gt; 대한민국 청와대"" https://t.co/WU6jzo0S5H","""Please save our sister who can not find consciousness for a month after the first inoculation of the vaccine. & Gt; Korea Cheong Wa Dae"" https://t.co/Wu6JZO0S5H"
최고의 명작입니다. 기존 백신가지곤 안되고요. 100배 1000배 강한 백신만들어 1회 접종으로 끝내야 합니다. 이미 정당 해산 되었어야 할 적폐 국짐당의 내성이 매우 강합니다. 문제는 그자들이 나라 팔아먹어도 좋다는 허접 국민 똥파리들이 최소 30프로라는 것이죠. 그리 썩어도 밀어주고 끌어주니. https://t.co/vTxQ1ZwxoH,"The best masterpiece. I do not have an existing vaccine. 100 times a 1000 times a strong vaccine must be finished with a single inoculation. It is very strong to resistance to the enhancement of the reciprocity that must have already been dismissed. The problem is that they can sell their nations, the prophet of the people who can sell the country. I pushed and pulled it. https://t.co/VTXQ1ZWXOH"
"백신 후유증이 진짜 있나보다.

허기짐이 장난 아닌데...

술도 못 마시는데 거 참","The vaccine aftereffects are real.

It's not a joke ...

I can not drink alcohol."
모레는 백신 2차 접종 날이다. 이번주는 이래저래 쏜살 같이 지나가는 느낌이다.,The morea is a vaccine secondary inoculation day. This is a feeling that I passed together.
지인들에게 코로나 백신 접종 후 약국에서 파는 쌍화탕 마시고 푹 쉬라고 권했다. 다행히 크게 아프지 않고 잘 넘어 갔다는 이야기들이 들려 온다. 참고하시길.,"After the Corona vaccination, I was encouraged to drink pair of pair of cinnamon after vaccination. Fortunately, the stories that they have not hurt well and have heard that they went well. Please note."
"원래 가지고 있던 질환인데 좆댔음
누굴위한 백신인가 https://t.co/wSvUcWW3zv","I was originally a disease that I have.
Vaccine for Niwi Https://t.co/wsvucww3zv"
"화이자 접종 후 백신의 무서움을 몸소 겪고 2일간은 약으로 버텼습니다. 살짝 살빠진듯 하지만 카메라 각도의 힘이라는 거….

#화이자 #열이38도 #살좀빠지나 #출장준비 #야근확정 @양재시민의숲역 https://t.co/YKg0wZOREd","After the pfizer, after the vaccine, I fear the fear of the vaccine, It looks like a slightly hurt, but the power of the camera angle ... .

# Pfizer # Heat 38 degrees # Ready to buy # Ready to go to business # Nightguard confirmed @ Yangjae Citizen's forest station https://t.co/ykg0wzored"
@_ness107 백신맞음?,@ _ness107 Vaccine right?
나가서 처 놀거면 백신이라도 맞으라고 🤦🏻‍♀️,"If you go out and play, you will be a vaccine. 🤦🤦♀️"
백신맞고 죽어가고있습니다..내일은 제발 괜찮아서 제대로 일을 할 수 있길 기도해봅니다....그리고 새 케이스! 이번에도 그립톡과 함께에요 따단- https://t.co/RJDGi9H9ie,"I am holding a vaccine and dying ... I pray that tomorrow is okay and pray that I can work properly .... And new cases! This time, I'm with the grip tunnel - https://t.co/rjdgi9H9ie"
"#공연소식 #매주 #토요일 
예약문의: 010-5657-1302 / DM
입금안내: 국민 651025-93-118128(허정선)
입금 후 [방문인원/성함/거주지(구까지)/백신접종횟수/전화번호] 방문하시는 모든분의 정보를 문자로 남겨주셔야 합니다.
#오래된가게 #신포동술집 #재즈클럽 #신포동데이트 #인천 https://t.co/tuETlWNecv","# Performance News # Weekly # Saturday
Booking: 010-5657-1302 / dm
Deposit Guide: Kookmin 651025-93-118128 (Hawjong Sun)
After deposit [Visiting / Name / Residence (Up to Up) / Vaccine Number / Phone Number] You must leave all the information you are visiting.
# Old shop # Shinpo-yong house # Jazz Club # Shinpo-dong Dating # Incheon https://t.co/TUETLWNECV"
"윤산흠 박상언 노태형 등록
김기중 킹험 카펜터 말소 머지? 백신 엔트리겟지 ㅋ","Yoon Tae-hyung Registration
Kim Ki-jung King Karpenter Hermit? Vaccine entry"
"백신이 효력이 있으면
미 접종자들을 걱정할것
없음에도 다중시설에 미접종
자들을 제한 한다는 것은
국민 통제의 수단이다 백신 맞은자들이 미 접종자들을
왜. 걱정하나 백신 접종은
개인의 자유 선택이다","If the vaccine is in effect
I will worry about unfixers
None to multiple facilities
Limiting the guys
The means of national control is the vaccine
Why. Worried, one vaccination is
It is a free choice of individuals."
"#코로나백신 #2차접종 #화이자
@잔여백신으로접종완료..부스터샷가나요?@ @연세인의원 https://t.co/wzbczQEiaa","# Corona vaccine # 2 offends # 2
@ Residual vaccine is finished."
단거 먹어야지.. 백신아 물러가라 https://t.co/3wOtLWzjJO,I have to eat it.
한글날특집방송못보겠다 나 백신맞으러 가네 ㅠㅠ,I can not see the special feature of the Korean day I will not be able to get a special vaccine.
오늘 코로나19 백신 접종 완료. https://t.co/eEWXbclxJb,Today Corona 19 vaccination completed. https://t.co/EEWXBCLXJB
"[요리하는 남자] 간만에 잔치국수...
백신 2차 맞고 휴식중.. 
울 딸 잔치국수 머꼬싶다.

후다닥 만들어야지..
시원하다. @Bucheon https://t.co/cw0MeSRR10","[Men who cooks]
The vaccine is right and resting.
I want to be a wool daughter.

I have to make it.
Cool. @Bucheon https://t.co/CW0MESRR10"
"백신 캔슬함
대학친구가 병원 실려갔다는 소리듣고 무서워서 못하겠음","Vaccine cancellation
I can not be afraid of hearing that college friends went to the hospital."
@the_rugosarose 맞아요. 제 대모님께서도 백신 2차 맞고 어지럼증이 있었는데 집안에서 고꾸라지며 넘어지셔서 오른쪽 팔목과 척추 골절로 오래 고생하셨어요. 애플님 어머님 그만 하시길 정말 다행입니다.,"@the_rugosarose is right. My mother was also in the second round of the vaccine, and there was a dizziness, but it was hard to pass through and fell to the right cuff and the vertebrate fracture. I am really glad to stop Apple."
"#화이자 #백신 ✌
เข็ม💉💉แล้วนะ @ 화성종합경기타운 https://t.co/iS25bHItx6","# Pfizer # Vaccine ✌
เ็็็ 💉💉💉💉้้ว นะ @ Hwaseong Comprehensive Match Town https://t.co/is25bhitx6"
"2차 접종 완!!
배지도 주네..ㅎㅎㅎ

# 나 백신 완료한 사람이여!!! @Bucheon https://t.co/vpglou9TG6","Second inoculation Wan !!
I also give you a badge.

# I am a person who completed a vaccine !!! @Bucheon https://t.co/vpglou9tg6"
드뎌 “코로나19” 2차 백신 맞고 잠시 대기중 🧐 https://t.co/yYk18Z43wg,"I am ""Corona 19"" 2nd vaccine, waiting for a moment, https://t.co/YYK18Z43WG"
"#소중한오늘 은 비가 주루륵
모더나백신2차접종했다. 
별탈 없었음 좋겠당 @고려가정의학과 https://t.co/LpP0hFiyFN","# The precious today is raining
Models and vaccine secondary inoculation.
I do not want to have a good name @ Consultation Home Medical Department Https://t.co/lpp0hfiyfn"
"@jjhgo1234 그렇네.
27 28일 월화
백신 맞아서 안가고 ㅇㅇ","@ jjhgo1234.
27 28 months
I do not go to vaccine."
"혹시나 물어봤더니 역시나🤣🤣

근데 왜 자기가 백신예약함
당연 자기도 간다고 생각하고있는
저.  저..떡줄사람은 생각도 안하고있는디🤣🤣🤣

나도 일정상 애매해서 못갈지도 모르는디 ㅋㄲ https://t.co/Nc4PxLDlbY","I've been asked,

But why is it a vaccine reservation
Of course I think I am
I. I ... the person who does not mind

I do not even know that I do not even know that I can not stay in a certain time https://t.co/NC4PXLDLBY"
"코로나 백신. 나라 전체로 볼 때는 손실보다 이익이 크다고 백신을 맞으라 하는데,그건 나라를 통치하는 인간들의 의견이고, 부작용 당사자는 이익보다 손실이 100%다.
#코로나 #코로나백신","Corona vaccine. When we look at the entire country, it will be a vaccine that is greater than the loss, which is the opinion of humans who ruled the country, and the side effects are 100% loss than the profits.
# Corona # Corona vaccine"
"내년부터 백신 접종비용 지자체 부담…도 130억원 떠맡는다

정부, 비용 50% 지자체 편성 통보
도 17%, 시·군 33% 각각 지출
대규모 재원 마련 재정난 우려

https://t.co/lPsRk7glFb","Vaccine expenses to vaccination from next year ... I take it to 13 billion won;

Government, Cost 50% Magnetic Organization Notification
17%, 33% of city and counties, respectively,
Concerns on financial resources

https://t.co/lpsrk7glfb"
백신도맞고해서 일찍누웠는데 4번정도 자다깬듯 ㅅㅂ 팔은 지금 좀 아프당,I was hit by the vaccine.
@b5ElGjoAGY4LnGu @Mountain7737 왜 이리 좋은 백신을 거부할까? 아무리 좋은 백신도 시기를 놓치면 효과가 떨어지는데. 숨이 깔딱 거릴때 까지 결국 가봐야 알까?,"@ b5elgjoagy4lngu @ mountain7737 Why do you refuse a good vaccine? No matter how good the vaccine misses the effect, the effect is falling. Do you have to go to the end until you're breathing?"
"비 오니 이 와중에도 맥주 생각ㅠ
낼은 백신 3일차니 한잔해도 되겠지?
아침엔 몸이 개운해지길","Beer thinking in the middle of the rainy
Can I get a cup of vaccine, I can do it?
Morning, the body will be clear."
"백신을 맞으니까 하고싶은거

샤워...운동..","I want to be a vaccine.

Shower ... Exercise .."
@Heavy_Octopus 아니 지금은 괜찮은데 백신맞고 2주쉬어버림,"@Heavy_octopus No, it's okay now,"
이게 다 백신때문,This is all of the vaccine
#coov 보세요. 백신2차 접종일 1주일 당겨졌네요.,Look at #cov. The vaccine was pulled a week in the second day of vaccination.
"@kimkim72393913 저두요 백신맞고 비몽사몽하는 
사이 끝났어요 ㅎ","@ kimkim72393913 I am a vaccine,
It's over."
"@9_nyung_M 오우야아... 전 원래날짜로 못맞는데요 ㅜ
놀러갈랬는데 백신때매 끙끙댈예정..","@ 9_nyung_m Ouyaa ... I can not make it original date.
I was going to play, but I'm going to be a vaccine."
@tfurban 해외로 나가는 일본인들에 대한 백신접종증명서 발행에 대한 안내이고  일본에선 얀센이 사용되지 않았습니다.,@Tfurban A guidance on the issuance of vaccination certificates for the Japanese who goes to overseas and Jansen was not used in Japan.
"ㅋㅋㅋㅋ코로나 백신 1주씩 당겨진거 확인들 해보세요 전 문자도 안왔는데
형 한명이 당겨졋다해서 물어보니 땅겨지무..","ㅋ ㅋ ㅋ ㅋ I have a letter of Corona vaccine.
One of my brothers,"
"심신이 정신없어서 백신 미루는거 까먹었다 ㅜ
지금 맞으러가는데
내일 일에 지장없기를!!
(관극은 어짜피 취소되서 ㅠㅠㅠㅠㅠㅠㅠㅠ슬프다)","I forgot my heart and I forgotten the vaccine.
I'm going to right now.
I do not know what to do tomorrow !!
(The tender is clear that the pc is uncooked."
ㅋㅋㅋㅅㅂ 백신 2차 맞으러 왔는데 예방접종 예진표 동의란에 체크하다가 얼타서 현재 임신 중 입니까? 란에다가 체크함,I have come to meet the second vaccine. Check in column
화이자백신 2차 맞고 지금 10분 경과.... https://t.co/fH4ytGgYwD,"Pfizer vaccine seconds, now 10 minutes elapsed .... https://t.co/Fh4ytggywd"
"@rmsocool 저도 가고싶은맘에..
일이 손에 안잡히네요
일단 백신예약 먼저했어요","@rmsocool I like to go to ...
It's not in my hand.
Once the vaccine reservation first"
백신맞고옴,Vaccine hit
"https://t.co/cz4eRJvunA 
백신 수급 잘되서 일괄 날짜 당겨 졌고 일정 안맞으면 10월 1일부터 변경가능. 아마 아직 알림메시지를 발송안한듯?","https://t.co/CZ4erjvuna
The vaccine was done well, pulled a batch date and can be changed from October 1 if it is not constant. Maybe you have noticed yet notification messages?"
나도 아침에 미국백신 검사하곸ㅋㅋ la 비행기표 괜히 검색해봤넼ㅋㅋㅋ 아아 콘서트 나도 가고싶다!!!!,I also checked American vaccine in the morning.
코로나 백신접종 일정이  알림 없이 변경됐다고 확인해보라고 지인한테 연락받아서 보니 진짜 아무 통보없이 일주일이 당겨졌네,"I need to make sure that the Corona vaccination schedule is changed without notifications, and I have been in contact with the acquaintance, and I was really notified."
"""현행 거리두기 유지 어려워…10월말~11월초 단계적 일상회복 전환""https://t.co/boxgV68bcf
""접종완료자 중심으로 사적모임-다중이용시설 거리두기 완화 검토""

""일부 외국처럼 우리나라도 '백신 패스' 적용해야 하지 않나 생각""

권덕철 방송기자클럽 토론회…""3천명씩 계속 나오면 추가대책 필요""","""It's hard to keep the current distance ... Ondr. The end of October, the second time recovery of the gradual daily recovery"" https://t.co/BoxGv68BCF
""Personalized Meetings - Personal Meeting - Multi-use Facility Distance Review""

""Like some foreign countries, we do not have to apply 'vaccine pass'

Bongduk-cheol Broadcasting Reporter Club Discussion ... ""If you keep up to three thousands, you need additional measures"""
@lizi_chael 그렇네요 😂 저희도 오늘 잔여백신 2차 잡았어요! 곧 봴 수 있겠어요 후후,@lizi_chael Yes 😂 We caught the 2nd vaccine today! I can soon be able to do it.
백신 2차까지 접종완료😀,Complete inoculation until 2nd vaccine
울 아빠는 참고로 백신 완료한 배우자의 가족이 추석 성묘를 왔는데 주차장입구컷 시켜서 외식하고 돌아가셨었고  역시 백신 완료한 딸과 사위가 방문할때  전날 검사하고 음성문자 받고야 집안에 들어갈수 있었음  그러니 나같은 놀러리는 갈 생각을 안하고 있었는데,"Wool Dad was a reference to the vaccine that completed the vaccine, and the entrance of the parking lot, and the parking lot was cut and died, and when the daughter and the son of the vaccine were also visited, I was not thinking to play."
잔여백신 잡았다 🥳,I got a residual vaccine 🥳
출근길에 동네 병원 앞에 백신 수송 차량이 서있었고 그 옆에 군인이 서 있더라. 이 시국에 대민 지원 나와서 고생하시는 군인들을 보니 고맙기도 하고 안쓰럽기도 하고.,"On the way to work, the vaccine transportation vehicle in front of the neighborhood hospital was standing and the soldier standing next to it. I do not appreciate the soldiers who are suffering from the support of the Caisoning and supporting the Koreans."
@beautikook 나도백신완료인데 왜 눙물이 ㅠ ㅠ,@Beautiful I am also a hundred new and 눙 ㅠ ㅠ
"일단 퇴사할꺼니까 쪼굼 일찍하는걸루하면
퇴직금도 생길꺼니깐...
백신도 일단 맞아꼬... https://t.co/msgP0YPUyG","Once you leave it,
The retirement allowance is also ...
The vaccine is also right ... https://t.co/msgp0ypuyg"
"O신 접종 후 다발성 골수종이 생김!""코로나백신과 다발성골수종의 인과관계 &gt; 대한민국 청와대"" https://t.co/ETeBisDohT","O Division after new inoculation! ""Corona vaccine and multiple bone hybridness relationship & gt; Korea Cheong Wa Dae"" https://t.co/etebisdoht"
"모더나 2차 백신접종 12시간째

왼팔에서부터 온몸으로 근육통이 퍼져나간다

큰일났다는걸 안 순간 이미 늦었다","Moder or second vaccination 12 hours

From the left arm, my body spreads my body.

I have already been late."
올해 말 올스타는 유관중 해주면 안되나~? 백신 접종 완료 14일 지나고 여기에 안티젠 48시간 내 음성지 가지고 들어가면 안전하잖냐,"Do not you do not have to pay the All Star this year? The vaccination is completed 14 days, and here is it safe if you have a voice of Antigen 48 hours."
"내일 접종센터 가서 백신 2차 맞는다😳

백신 3차 부스터샷은 어느나라 가서 맞아볼까나...","Tomorrow's inoculation center and vaccine rights

Which country is the 3rd booster shot of the vaccine ..."
"시간이 너무 잘 흐른다. 
올해 뭐 했나 잠시 생각해보니 나름 열심히 혐생 살고 
이직하고 팃팅하고 관극하고 마스크도 썼고 
covid19 PCR검사도 수차례하고 백신예방접종도 하고 무사히 목숨 부지하며 살고 있음🧐
100일도 안 남은 2021년 미리 안녕👋🏻👋🏻","Time flows too well.
What did you think of this year, and I think about it for a while,
I tried to turn it off, and I wrote and spent masks.
COVID19 PCR inspection is also a few times, vaccine vaccination, and live safely.
100 days old 2021"
"진짜 혼자자취하는데 아파서 집에 해열제없어가지고 사다줄사람도없고 안아프려고 백신맞았더니 오히려 더아프니까 서럽더라..
이거때문에 회사가자마자 조퇴했는데 관리자들은 별로아무렇지않다고 왜그러냐는소리들으니까 울컥하더라..","I am sick of tracing a real alone, so I did not have a freak to my house. I have not been able to buy it.
Because of this, I removed it as soon as I went to the company."
"뀨ㅋㅋㅋㅋ
백신맞고 쌩얼로 누워있당ㅋㅋ
(입술색이 쉣이라 립바른거비밀)
ㅋㅋㅋㅋ심심심심심심
#시디 #쉬멜 #CD #러버 #여장남진 #건오 #DM #섹트 #TG  #트젠 #백신 #남자 #근육 #따먹고싶따따따따땃 https://t.co/wnUFRklRVA","뀨 ㅋㅋ ㅋㅋㅋ
I am lying on my vaccine and lying on it.
(Lips color,
ㅋ ㅋ ㅋ
# CD # Shmel #CD # Rubber # Wearing # Gun # Gun # DM # SET # TG # Twenten # Vaccine # Men # Muscle # I want to eat my muscles # HTTPS://t.co/WNUFRKLRVA"
"백신 1차맞앗는데 얕은 두통과 함께 팔이 점점 아려옴(맞은곳)
내일출근인데 큰일낫구만 ㅋ","The arms are getting more and more arms with shallow headache (right)
I'm going to work tomorrow."
"pfizer가 우리나라에서 화이자로 표기되지않고 '파이저'로 표기됐으면 분명 경상도 사람들 ""백신이 파이져~(형평없네~)""드립을 쳤을거다","If Pfizer is notified as a picture in Korea, it is clear that if it was written as a 'Fior', it is definitely a racing people ""vaccine is not pierced (there is no equalization)"""
"아들은 토요일날 백신 이차 맞았고  딸은 오늘 모더나 일차 맞았는데 둘이 돌아가며 응석 부리러 내 방으로 온다.
스물여섯 스물 넷
참으로 응석 많이 부릴 나이일세 하며 속으로 웃는다.","My son was the second half of Saturdays, and my daughter came to my room, but the two of them came back to the room.
Twenty six twenty-four
Indeed, it is a lot of cough and laughing in it."
"김원이 의원,  백신 종류 및 보관 오류 1803건, 전체 오접종의 65% 
https://t.co/GX4JiylKx7","Kim Won Lee, Court, Vaccine Types and Storage Errors 1803, 65%
https://t.co/GX4JIYLKX7"
백신 부작용이 심하네… https://t.co/EGwqdAUdf5,Vaccine side effects are severe ... https://t.co/EGWQDAUDF5
"백신 생각보다 괜찮은데~?
#시디 #쉬멜 #CD #러버 #여장남진 #건오 #DM #섹트 #TG  #트젠 #샤샤 #시디바","It's okay than I thought of vaccine ~?
# CD # Shmel #CD # Rubber # Whey Namjin # Guno # DM # SET #TG # ​​Twenten # Sha Shaese # SiDiba"
"오늘 가시나 쉬는날이라네요
오빠들 보구싶은데ㅠ
낼부턴 정상영업해요!!

아 백신두 맞았으니깐 쩜더 안심하구 놀아요

라인문의hill6969 https://t.co/IfGHUjBEpq","Today is the day of Gashina.
I want to see my brother.
I will be in the top of the summit !!

Oh, I was right.

Hill6969 https://t.co/Ifghujbepq"
오늘 2차백신 맞아서 몇일 쉬고 오겠습니다… 백신 맞은지 한시간 지났는데 벌써 어지럽네여… 저혈압이라 그런가…ㅎ 회복하고 올게용👋🏻👋🏻,"I'll take a couple of days a few days after the second round today ... I have passed a vaccine, but it's already dizzy ... It's a hypotension ... ㅎ Restoration and solo 👋👋👋👋"
@vplu95 근데 11월미국간다치면 ama아닐까 생각은 되는데 11월임 미국도..추운데 많아서 뚜껑없는데는 불가능인지라 럽셀투어때 공연장이면 가능하기도 싶지만..미국 출입국은 백신 다 맞고 왔다갔다 할때 검사시 음성만 나옴 되니까 될꺼같기도 하고 참 ㅡㅡ;;,"@ VPLU95, but I think it is not the US. I think it is in November, but it is in November. It's like it's going to be, it's true,"
백신 모드나 2차 접종하러왔음 https://t.co/K9wcCzlx23,HTTPS://t.co/K9WCCZLX23
10월부터 12~17세·임신부 백신접종…60세 이상 '부스터샷'도 곧 시행 (출처 : 뉴스1 | 네이버 뉴스) https://t.co/Ot12CTBmgj,"From October to 12 ~ 17 years old, pregnant vaccine ... 60 years old or older 'Booster Shot' is also enforced (Source: News 1 | Naver News) https://t.co/OT12CTBMGJ"
"언론이기를 스스로 포기한 쓰레기들
&lt;서울경제&gt;(5.5) 칼럼 제목
'가족에 백신 접종을 못 권하는 이유'
""백신 중에서 아스트라제네카 백신의
안전성을 신뢰하지 못하고 있으며,
이런 분위기의 원인은 일차적으로
정부가 제공했다""고 주장.
언론이 국민 불안감을 키우기 위해
억지를 부리고 있다.","Garbage that gave up the press
& LT; Seoul Economy & GT; (5.5) Column Title
'Reason for not recommend vaccination in the family'
""Among the vaccine AstraZeneca vaccine
Safety is not trusted,
The cause of this atmosphere is primarily
The government has provided. ""
To raise the media anxiety
It is invisible."
"#일상속사랑#가을바다#해운대

지금 백신(모더나)2차 접종 받으려고 기다리고 있다. 11시 예약 이었지만 조금 일찍와서 기다리고 있다. 22명 정도 앞번호를 받아 기다리고 있는것 같다. 
조용히 기다리는 사람들속에서 소리를 만드는 것조차 이상해 보인다. 엄마와 함께온 아이들은 천진함으로 말한다. https://t.co/pT18bu8Vsa","# Everyday Love # Autumn Sea # Haeundae

Now vaccine (Muda) is waiting for the second inoculation. He was a reservation at 11 o'clock, but it is waiting for a little early. It seems that 22 people are waiting for the front number.
It seems strange to make sound in quiet people. Children with mom are talking to Tianjin. https://t.co/PT18BU8VSA"
"백신의 실상입니다!""백신 약발 떨어진다…70~80대 확진자 70%가 접종 완료자 - 조선일보"" https://t.co/GZwLSx66hX","The reality of the vaccine! ""The vaccine is falling off ... 70 to 80 rescuers 70% of the vaccination Completion - Chosun Ilbo"" https://t.co/GZWLSX66HX"
"@exhales_s 어쩔수가 없네 ㅋㅋ 
칭군 백신 안맞아~?
모더나 아직 팔이 우리하다","@exhales_s I can not help it.
Do you want to fit the chuck vaccine ~?
Moth and still arms"
백신맞은지 3일차인데 후폭풍이 와서 조퇴했어요..으어..,"It's three days when I was vaccine, but my backstairs came and I was out."
잔여백신으로 월요병 죽이자,Monday with residual vaccine
"이번주 목요일은 하루종일 취재.
금요일은 코로나 2차 접종. 코로나 백신 맞기 전날은 1차 때도 그렇고 유난히 바쁘다.","This Thursday is covered by all day.
Friday is a corona second inoculation. The day before the Corona vaccine is, it is very busy."
"피부에 붙이기만 하면 백신 효과 나타나는 3D프린팅 백신칩
주사방식 대비 약물전달률 10배, 면역유도 50배 이상 확인

https://t.co/SRVThXgoOi","3d printing vaccine chip that appears on the skin only if it is attached to the skin
Check the drug delivery rate of 10 times,

https://t.co/srvthxgooi"
백신맞고3일째인데 갑자기 몸살이 오더니 또 괜찮아지다가 또 기운올라오고 약먹어도잠깐이니 살려줘..오늘조퇴각..,"It's a vaccine, 3 days, and suddenly, it's okay, and it's okay."
백신맞은지 일주일이 지나 맥주와 소주를 약간 마셨는데 머리가 종일 아프고 눈도 너무 아프고 생리의 양도 많고 아무튼 힘든 하루를 보냈다. 2차맞고 삼일 뒤 제주도 가는데 벌써 걱정이네.,"I had a little bit of a week, but I had a little bit of beer and shochu, but my head is sick, and my eyes are too sick and I had a lot of sorceration and have a lot of positive and a hard day. I am worried about going to go to Jeju Island after the second and three days."
"피부에 붙이기만 하면 백신 효과 나타나는 3D프린팅 백신칩
주사방식 대비 약물전달률 10배, 면역유도 50배 이상 확인

https://t.co/SRVThXgoOi","3d printing vaccine chip that appears on the skin only if it is attached to the skin
Check the drug delivery rate of 10 times,

https://t.co/srvthxgooi"
"＂엄마, 아빠 왜 차가워?＂ 35세 가장 화이자 백신 맞고 사망 (출처 : 파이낸셜뉴스 | 네이버 뉴스) https://t.co/AhOkDbt9XB","""Mom, Dad Why is it cold?"" 35 years old most pfizer vaccine (Source: Financial News | Naver News) https://t.co/ahokdbt9xb"
백신 여권을 없애고 있습니다! https://t.co/9c6HnaK6HD,I am eliminating the vaccine passport! https://t.co/9C6HNAK6HD
사례 4개로 ‘2030 백신 보이콧’ 머니투데이 기사에 신문윤리위 ‘경고’: 사례 4개를 가지고 백신 접종 예약 시작 하루도 안 돼 2030세대 일부가 ‘접종 보이콧’을 한다고 일반화한 머니투데이가 한국신문윤리위원회로부터 ‘경고’ 제재를 받았다. 신문윤리위는 지난 8일… https://t.co/uYxK9nO00d,"Case 4 '2030 vaccine boycott' Money Today's article 'WARNING': Newspaper Ethics 'WARNING': There are 4 cases with 4 cases of vaccination reservations, and some of the 2030 generations are 'inoculation boycott' I received 'warning' sanctions. Newspaper ethics is the last 8 days ... https://t.co/UYXK9NO00D"
질병관리청 어플 다운로드해서 본인인증하면 바로 1차 백신  주사받은 날짜 나옴 ㅋㅋㅋ @Masan https://t.co/HHrjDXyg5G,"When you download the disease management application, you can download it and authenticate your first vaccine."
@JJI_YU_ 그래도 좋은백신이니까 다행이시딜.. 나는 한번 뻐근 후 별이상 없었으니,"@JJI_YU_ I am a good vaccine, so I am glad that I was a little bit more than I was pretty."
"@iamtheonesks @temptano 백신 2차 접종 후유증도 있으실텐데 손수
차를 몰고 광주까지 왔다 가시느라 대단히
수고 많으셨어요. 트친님의 그런 정성으로
이낙연 후보님이 대역전의 서막을 여신 듯
하네요.","@Imtheonesks @temptano vaccine may have secondary inoculations.
I drove a car and came to Gwangju,
You have a lot of trouble. With such qualitative
The province of this day seems to be the god of the band
You are."
@dongguriiii 백신맞고 푹 자야해,@Dongguriiiiiiii is a vaccine and sleeping
"백신 맞기 전에 정리한 돌 일부 …
캐보션은 젤케에 안붙어서 패스
근데 분류하다보니까 예쁜건 많이 쓰구 없어졌네 🥺 https://t.co/SPbxOJDfuk","Stones that are organized before vaccine ...
Caveace is not on Gelke and passes
But when I was classified, I have not been able to write a lot of pretty. Https://t.co/spbxojdfuk"
@SnowG_0707 백신 케바케 개오짐;;,@ SNOWG_0707 Vaccine kabake coming ;;
다음주 발레 휴강이니까 백신 2차 절대 사수,"Next week's Ballet's residence,"
"헐 지금보니
담주 백신 맞고 다음날 새벽출근에
관극까지 있네 ㅠㅠ
나 괜찮겠지?","I see you now
In the next day,
I have a potion.
Is it okay?"
"백신 맞은 곳도 이제 안아프다

그래도 술은 참아야겠지?","I do not have a vaccine.

But should I have to take a drink?"
잔여백신 확인하다 뭐야 화이자 7개나있네? 싶었는데 1초만에나감 https://t.co/GyiC4fTTv0,I check the residual vaccine. I wanted to have a second in 1 second https://t.co/Gyic4ftTV0
잔여백신 남아도나보다.계속 울리네.,Residual vaccine remains more than eight.
잔여백신 왜 모더나밖에 없어,Residual vaccine Why do not you have a moderate?
"40개 가까이 죄다 예약 안되는데 70%가 오류로 인해서 잔여백신예약이 안된다는거임 ㅋㅋㅋㅋㅋ 말이 되냐고

2차를 병원이 아닌 접종센터 가서 맞는데 그것때문인건지 아님 얘네가 일처리를 ㅈ같이해서 백신 예약했다가 취소처리만 한 사람이 된건지","I do not have to reserve about 40 people, but 70% is not a residual vaccine because it is a residual vaccine.

The second is not because of the hospital, but it is because it is because of it because it is because it was a person who has made a vaccine reservation,"
아 ㅅㅂ 그동안 잔여백신예약 왜 실패했나 봤더니 내가 잔여백신 예약 대상자가 아니었음 ㅋㅋㅋㅋ 해외에서 1차 맞고와서 ㅋㅋㅋㅋㅋ 대부분이 잔여수량 마감이 아니라 오류발생 뭐시기 계속떠서 쿠브앱 깔고 접종증명서 1차 있나 확인해봤는데 접종증명서가 1도 없음 ㅋㅋㅋㅋㅋ,"Oh, I've seen a residual vaccine reservation why I've failed to have failed. I did not have a residual vaccine reservation. ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ The inoculation certificate is no one."
"오늘 잔여백신 잡을수 있음 좋겠다 🙏 
화이자 귀하네 ㅠ","I hope you can catch the remaining vaccine today.
Pfizer is yours."
@BillGates 백신제조.한국도바이오백신을자부하며생산공급확대되기를바랍니다.,@Billgates Manufacture of vaccines. We also want to pronounce bio vaccine and expand the production of production.
