,Text,Translated
415,"1,300만명의 시간 드립질하면서 방역 안하고 도정감사 재판 불출석은 자가격리 핑계 https://t.co/eEy0TcxYyS","With a rip of 1,300,000 times, the defense of the judgment of the judgment,"
416,지가격리 할 놈이 피카소전 보러 간겨?,Are you going to see Picasso before?
417,"@daknews10 정치 검찰은
우리 사회의 방사성 물질이다.
모두 영구 격리시켜야 한다?🦉","@ Daknews10 Political prosecutor
It is a radioactive material of our society.
Everyone should be permanently isolated? 🦉"
418,"불리하면 스스로 자가격리를 하네.
자가 격리가 그런때 쓰라고 있는게 아닌데 하는 짓마다 저렇게 양아치스러울 수가 있나.","If you are disadvantageous, you have a price.
I can not be so quarreling everything that's not that I'm not writing that time."
419,그인간 지가 격리하는 거 몇번째죠? https://t.co/lVt76iq4nJ,What is that human index isolate? https://t.co/LVT76IQ4NJ
420,"@c584637 @ogyjoy 지가하는건 자체격리죠
자가격리 아닙니다","@ C584637 @Ogyjoy Genui is a self-isolation itself
I do not get rid of it."
421,"하루하루 매일매일 
윈이가 숨도 못쉬게
휘몰아친다. 윈이 격리하는 2주동안
위니 보고싶다 광광 울기만 했는데 
그 마음 꼭 위니가 알아주는 것마냥 
매일매일 윈이다 윈이다😍 의 연속 
윈아 고마워💚🐰
진짜 고마워 나 숨 좀 차면 어떠냐 😘
#winmetawin @winmetawin https://t.co/QQr3xIp0ZC","Day day every day
Winny does not breathe
I get caught. Wynn has been used for two weeks
I wanted to see Winnie, I just cried.
That heart is to know
It is Wynn every day.
Winea Thank you 💚🐰
Thank you very much. How do you breathe?
#winmetawin @winmetawin https://t.co/QQR3XIP0ZC"
422,이재명 지사는 때 맞춰 자가격리 발표. 아마도 긴급 대책회의 하는 것 아닐까? https://t.co/jV7RgF5m8w,Lee Jae-noting announced at the time of the presentation. Perhaps not to meet an emergency countermeasure? https://t.co/JV7RGF5M8W
423,@KKVOC 격리끝?,@Kkvoc isolated end?
424,"입국 후 며칠간 계속되던 전투모드가 풀렸다. 부모님의 품에서 안정을 찾으니 순해진다. 자가격리자 관리 앱은 내가 어디에 있는지 핸드폰의 위치로 파악하는데, 현재 데이터는 사용을 못 하고 와이파이만 쓰니, 와이파이에 혼선이 생기자 바로 전화(어제) 및 메세지(오늘)로 확인하시는 공무원님. https://t.co/kKRoQ5eDON","The combat mode that continued for a few days after entry was released. It grows because I look for stability in my parents's arms. The Price Management app identifies the location of the cell phone where I am, and I can not use the current data, and I do not use Wi-Fi, and I will confirm with the CPP (yesterday) and a message (yesterday) and a message (yesterday) and a message (yesterday) and a message (yesterday). https://t.co/KKroq5edon"
425,"오늘의 엄마 밥.
아빠는 왜 딸이 오니 메뉴가 풍성해 지냐며 툴툴거리셨다. 하지만 기분 좋음. 어여 자가격리가 해제되어야 같은 상에서 식사할 수 있다. https://t.co/hb6gNHjLkx","Today's mom rice.
Dad was so that the daughter has been a rich man. But I feel good. You can dine on the same phase that must be released. https://t.co/HB6GNHJLKX"
426,"이것이 바로 시골에서의 자가격리 풍경입니다 ㅎㅎㅎ 
와 천국에 온 듯. 하지만 바람은 추워 ㅠㅠ https://t.co/R5O5Emy3wm","This is the price of the right in the countryside.
It looks like in heaven. But the wind is cold ㅠ ㅠ https://t.co/R5O5EMY3WM"
427,미용실에서 머리를 깎는데 미용실 아주머니 지인이 들어와서 한다는 소리가 자기격리 힘들다 지금 막 연락와서 답변하고 왔다 밥 먹어야지 하고 마스크 벗고 배달 온 밥 먹고 머리감고 노닥거리네ㅡㅡ,"I can not hear that my beauty salon in the beauty salon, and I do not know what to do."
428,아침 8시 경에 보건소에서 pcr검사 결과 음성임을 통보 받고 부모님께서 나를 찾으러 와 주셨다. 집에 오는 길에 보건소에 들려 여러 물품과 통지서를 받았다. 집에 와 펼쳐 보니 이런 것들이 있다. 흑 ㅠㅠ 이제서야 자가격리라니 ㅠㅠ 자가격리가 이렇게 반가울 줄이야. https://t.co/ygWEveNa49,"In 8 o'clock in the morning, the PCR test was notified in the public health center, and the parents have come to find me. I heard a lot of goods and notice on the health center on the house. There are these things, when I opened at home. Now, I'm going to pray a half. https://t.co/ygwevena49"
429,"자가격리 마지막 날 - 하.... 길었다..... 😭😭
The beginning of my second life!!!!!!! https://t.co/716gnhtcFK","The last day of the price is the last day - Ha ....
The Beginning of My Second Life !!!!!!! https://t.co/716GNHTCFK"
430,자가격리 풀리면서 나가니까 바로 피부가 병신이 되네,I'm going to get rid of it.
431,입국 후 자가 격리 8일째.. 붙이는 체온계가 36.5도 유지 중! https://t.co/UbMlDhKrHH,"After entering the entry, the eighth day of the eight days .. The body temperature is 36.5 degrees in the middle! https://t.co/UBMLDHKRHH"
432,자가격리 17일차 - 오늘 마지막 검사 완료후 귀가했다. 제발 내일 아무일도 없기를.... 우리는 이렇게 마지막 날을 보낸다. 비가 내리고 맑게 갠 하루 내일은 또 다른 느낌이겠지??🤭🤭 오늘은 유난히 하루가 길게 느껴 질 듯하다. https://t.co/l0x40IzAmn,Primaryly 17th day - Ears after the last test is completed today. Please do not have anything tomorrow .... We send this last day. The rain falls and clearly the day tomorrow is another feeling? https://t.co/L0X40IZAMN
433,"어린아들의 초등학교에서 코로나확진환자가 발생하여 거의 모든학생들이 자가격리중이란다.
나의 아들은 코로나방역수칙을 성실히 따르고자 그동안 취미활동위한 방과후수업과 학원등의 외부활동을 자제하여왔는데도, 이번에 확진자학생으로인해 엄청난 일상생활의 불편을 겪고있어서 밤마다 안쓰럽도","In the elementary school of the young children, Corona is confirmed patients and almost all students are pricing.
My son has been sincerely following the Corona Rusting Precautions, and after the room for hobby activities, I have been took out external activities such as classes and academies, and even this time,"
434,"@YJHS1129 @banjjack @winmetawin 자가격리 다 없어지는 날이 얼른 왔음 좋겠다 
태국 담에는 무조건 엘에이 ㅋㅋㅋ","@ Yjhs1129 @banjjack @winmetawin I wish I have come to the day of the day.
Thailand is unconditional to El."
435,"자가격리 16일차 - 내일이면 드디어 격리 하루전 검사받으러 가는 날이다. 오늘 유난히 시간이 빠르게 흐른다. 황사라서 하늘이 뿌옇다. 마지막 넷플릭스파티 그리고 행복한 상상, 행복한 상상...","It is the day when it goes to get a test for the day of the day, It flows rapidly today. The sky is blurred. Last Netflix party and happy imagination, happy imagination ..."
436,격리 감시가 없으니 너무 맘이 편한걸...,"I do not have a surveillance, so I am so comfortable ..."
437,자가격리 15일차 - 아버지도 돌아왔고 집이 서서히 본연의 모습을 찾고 있다. 나는 요즘 운동과 독서가 내 하루의 낙이다. 정신과 몸을 동시에 단련한다는 것 왠지 괜찮다 나 ㅋ,I am looking back at the Father and I am looking back and looked at the house slowly. I am a motion and reading of my day these days. I do not know what to do with the spirit and the body at the same time.
438,"격리생활은 딱 7일째 되는 날이 고비...
정말 답답하고 심심하고 미칠지경...","Isolated life is perfect for the 7th day ...
I'm really frustrated and bored ..."
439,자가격리 수칙을 https://t.co/FikJKQMNK1,Https://t.co/Fikjkqmnk1
440,"#이래보여도_다섯가지
이래보여도

자가격리임
운전 좋아함
망원렌즈 갖고 싶음
심하게 얌전함
슈퍼카보단 승용차 좋아함","# It is five
Even if it shows

Pretty Principal
Operation
I want to have a telephoto lens
I am very good
Super Civotal Passenger"
441,자가격리 14일차 - 마침내 양귀자 선생님의 다른 소설을 읽었다. 진짜 읽는내내 돌아 버릴뻔 했다. 진짜 너무 재밌어서.... 이제 제법 여름이 찾아 오는 것 같다. 4일 남았다... 제발 음성이여야 할텐데.. 오늘도 기도🙏,The price of the prime minister - I read another novel of the teacher finally. I almost lost my real reading. It is really funny .... It seems like the summer summer is coming. I left 4 days ... Please be a voice. I pray today.
442,검사 완료 ㅠㅠ 이제 월요일 점심까지만 격리되면!!!! https://t.co/TbF4UiGsQj,I have been completed for the test. https://t.co/tbf4uigsqj
443,@sungjin_traffic 에고ㅠㅠ 자가격리 풀리면 한번 봤음 좋겠다,@sungjin_traffic ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
444,@Trio_3333 나는 자가격리라서 못 간다..ㅠ 잘 다녀와라😢,@ Trio_3333 I will not go to pray.
445,"대만친구의 깜짝선물...
격리기간의 단비같은 대만 맥주~ 🍺 https://t.co/1YAQq6oYhv","A surprise gift of Taiwan friends ...
Taiwanese beer like the duration of the isolated beer ~ 🍺 https://t.co/1yaqq6oyhv"
446,@equality_1992 아 동네 근처에 고분군이 있습니다 ㅎㅎㅎ 🤣 격리 마치자마자 머리 자르고 이제 사람 사는것 같네요 ㅎㅎㅎㅎ,@ Equality_1992 There is a tongue near the neighborhood. ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ ㅎ
447,"이 노래가 격리생활의 진짜 안식처가 된다.
너무 좋다💙💙 https://t.co/hb5ZBiu8Bp","This song becomes a real rest of life in isolation.
It is very good 💙💙 https://t.co/HB5ZBiu8BP"
448,"자가격리 13일차 - 내면의 평화... 내게 이길 수 있는 시련만 주신걸까? 이제 버티는게 좀 힘이든다. 새소리, 바람소리, 윗집소리, 아랫집소리... 모든게 소음이고 무기력하다. 회복탄력성 점수 197점 가장 낮은건 생활만족 지금 내 삶의 태도를 명확히 보여 주는 듯 하다..","Self-propeller 13th Day - Inside Peace ... Will you just give me a trial to win me? Now I have a little bit of Verta. Birds, wind sounds, sound, sound, bottom, ... Everything is noise and helpless. Recovery elasticity score 197 points The lowest thing is that life satisfaction is now showing clearly the attitude of my life .."
449,자가격리 12일차 - 다시 또 비가 내린다. 은근히 비내리는게 좋다. 어차피 나가지도 못 하는거 아주 쏟아져버려라.. 춘천 가기로 했는데 기대된다!! 운전면허를 얼른 따야지....,Self-propeller 12 days - again again. It is good to rain on the rain. I pour out that I can not even get out anyway. I have to quickly the driver's license ....
450,자가격리 11일차 - 엄마는 일단 나왔으니 해방이지만 우리는 아직 아니다. 엄마의 분주함이 형을 스트레스 받게하나보다. 사실 이제 나도 양성 또는 음성 그런게 의미가 있나싶다. 날씨는 또 엄청나게 좋고 식욕은 별로 없다. 그냥 카페 옥상에서 아무 생각 없이 앉아 있고싶다.,"11th day of the price - Mom is a liberation, but we are not yet. Mom's busy is stressed with stress. In fact, I have to be a positive or negative meaning. The weather is also very good and appetite is not very good. I just want to sit without thinking on the cafe rooftop."
451,@zealpuma 하기야 1989년 방우 받을 때 부대에서 점심 먹을 때도 꽤 괜찮았던 거 같은디..ㅋ 그 언론에 나온게 휴가병 격리 환자 등에게 주던 급식 그거 아닐까 싶기도 하구요..,@Zealpuma is a pretty good when I was in a bag when I was in a combination in 1989.
452,네 유통기한과 내 격리기간이 똑같다~ ㅎ https://t.co/zMDN0ALrkE,Your expiration date is the same.
453,"@Runa06071 뉴스에 아스트라 맞은 사람은 2주격리 하고 
화이자 모더나 얀센 은 격리 없다 그래서 ㅠㅠ
저 괌도 가고 싶어요 ㅠㅠ 
아니 나는 맞으라 그래서 맞았는데 
괌 못가고 ㅠㅠ","@ Runa06071 Astra's right person in the news is 2
I do not know why I do not know.
I want to go to Guam.
No, I was right.
I can not go to Guam."
454,"#아이즈원 #위즈원 #izone #wizone 
#나코 #히토미 #사쿠라 #矢吹奈子 #本田仁美 #宮脇咲良

💖국내 한정 RT이벤트💖

👻베스킨 파인트 3명👻

사유 : 샄낰히 무사 격리 해제 기념🥰
조건 : 아무나 RT 🔁
당발 : 17일저녁 🌃 https://t.co/pBbppVgqSI","# Izui # Wi's Wuwi #izone #wizone
# Nako # Hitomi # Sakura # 矢吹 奈 奈 矢吹 田 田 田 仁 仁 仁 脇咲 田 田 仁 仁 仁

💖 Domestic Limited RT Event 💖

👻 Beskin Pint 3

Reason: 샄낰 샄낰 격 격 격 격 격 격 격 격 🥰 🥰
Condition: Anyone RT 🔁
Post: 17th Evening 🌃 https://t.co/PBBPPPVGQSI"
455,대만 오늘 하루 확진자수 180명. 올해도 자가격리 없이는 한국 못 다녀 오겠지… 😭 https://t.co/FBV1m9DakH,"Taiwan Today, 180 per day. This year, I will not go to Korea without praying ... 😭 https://t.co/FBV1M9DAKH"
456,"사회와 적절한 격리!

'택시기사 무차별 폭행' 20대…'중상해·운전중 폭행·시민 폭행' 혐의까지 추가 (출처 : MBC | 네이버 뉴스) https://t.co/NPZibjI2qp","Social and appropriate isolation!

'Taxi article indiscriminate assault' 20s ... 'Shanghai, driving, assault, citizen assault' Add to allegations (Source: MBC | Naver News) https://t.co/npzibji2QP"
457,@jetorabbit_ 혹시 외국에 다녀오셨나요? 아님 확진자와 동선이 곂치나요? 증상이 발생하는데 확진자와 접촉후 2주라서 2주 자가격리후 검사해서 음성이 나와야 해요?,"@Jetorabbit_ Did you come to foreign countries? Or do you have a confirmation and a copper wire? Symptoms occur, and 2 weeks after contact with confirmation, 2 weeks prices will be examined and negative?"
458,"내 퇴근길에 본 
동해 퇴근길 넘 귀엽고 또 귀여워서 
근데 실시간 직접 못보는게 슬퍼서 

지금 감정 폭주중 😍🤣

혁재 자가격리 일기도 넘 귀여운 거 아니냐고ㅋ","I saw it on my work
It's cute and cute.
But I am sad to see you in real time

Now,

I do not think it's cute."
459,6월에 월급+격리지원금+근로장려금 합쳐서 300들어옴...ㅗㅜ...,Salary in June + Isolated Grants + Identification of the Jobs
460,음 5세가 격리 지원금도 안주네 https://t.co/24ZD7hQslX,"Well, 5 years old Isolation Isolation is not a grant. Https://t.co/24ZD7HQSLX"
461,2) 함께 식사하고 거주 공간을 공유하는 가족은 추가 전파에 매우 취약할 수 밖에 없습니다. 이에 따라 초기 감염자를 빠르게 찾아내어 격리하는 것이 무엇보다 중요합니다. 조금이라도 증상이 있거나 의심된다면 지체없이 가까운 선별진료소나 임시선별검사소에서 검사 받으시기 바랍니다.,"2) Family who meals together and shares residential space is to be very vulnerable to additional radio waves. As a result, it is more important to quickly find the initial infected person and isolate it. If you have a little symptoms or suspected, please be checked in the nearest screening clinic or temporary screen without delay."
462,"1) 금일 확진자가 19명 발생하였으며, 이중 가족간 전파로 감염된 경우가 12명으로 전체 확진자 중 63%를 차지하였습니다. 또한 증상발현일은 다르지만 자가격리중 증상발현 되어, 결국 일가족 전원이 확진되는 사례도 지속적으로 늘어나고 있습니다.","1) There were 19 crucifixes, and 12 were infected with a double family. In addition, the symptoms are different, but are expressed in the case of the proprietary symptoms, and eventually, the case where the family power is confirmed is continuously increasing."
463,내일은 격리 마지막 날... 이젠 오전에 못와요,Tomorrow is the last day of Isolation ... I can not do it now.
464,자가격리하다ㅈ내가미치겠네,I'm going to get rid of it.
465,@pom5645 네 월요일 점심까지 격리이고 그 전날에 보건소 가서 검사 받으라고 하더군요 ㅎㅎ  첫날에 이렇게 여기저기서 연락올줄은 몰랐네요 보건소에 재대본에 구청에...;;;;,"@ POM5645 I was isolated until lunch, and I was going to go to the public health center on the day before I did not know what to do."
466,아니 격리통지서 프린트하러 피방갔는데 문서를 여는 프로그램이 안깔려있음,"No, I went to the notice of Isolation,"
467,피방가서 격리통지서뽑고 주민센터가서 격리지원금신청하기,"Pushing the isolation notification, and the resident center goes to the US"
468,10일격리때매 거의60이날아감. https://t.co/YriqaV0rCE,"10 At the same time, every almost 60 days. https://t.co/YRIQAV0RCE"
469,@pom5645 검사 받으려고 줄 서있는데 손에 격리자 용지를 눈에 띄게 들고있으니 앞뒤 사람이 멀리 떨어지네요 ㅎㅎㅎ,"@ POM5645 I'm standing in a line to get a test, and I'm holding a sticky paper in my hand, so I'm far away."
470,아니 왜이러심;;;; 자가격리 너무 많이 하셔서 힘드신가요? https://t.co/DXWRbFTTIH,Why are not it? Are you tough to get too much? https://t.co/dxwrbfttih
471,울언니회사 옆자리분 확진자래....언니 2주 자가격리 해야한다고함...난 2차접촉자.......회사 도착하자마자 언니 전화받고 바로 유턴갈겨서 코로나 검사하고 왔는데 결과 언제 나오지..ㅠㅠ무셔..............🥲,"I am confirmed next to the crowds next to the company .... I told you that you should pray for your sister 2 weeks ... I have to preach to the second two-week ........ As soon as I arrived as the company, I received a call to the sister, I am coming to ... ㅠㅠ"
472,"자가격리 부작용인가? 
혼밥, 혼술이 즐겁네~","Is it a side effect?
Mixed rice, chalky."
473,격리인원 폰 주니깐 천국이야,I'm an Isohoe Phone.
474,"#히짱메일 #wizonemail
토미 잘 지내고 있어?
아직 격리중일텐데 답답하겠다ㅠㅠ
난 오늘 갑자기 너 10km 자전거 탄 프메가 생각나서 10km 산책하고 왔어ㅎㅎ
너 걸을 몫까지 내가 다 걸은 것 같네ㅋㅋㅋㅋ
요즘 토미 프메가 많이 그립다.. 
곧 다시 볼수 있게 위즈원이 노력해볼게!!
그럼 잘자😴 https://t.co/4HeWIy0ZT4","# Hi-chan Mail #wizonemail
Are you doing Tommy?
I have not yet been insur.
I suddenly I've been walking 10km 10km and I've been walking 10km.
I do not think I'll do everything to share.
I miss a lot of Tommy Pema these days.
I'll try again, so I'll try again!
Well, sleep well 😴 https://t.co/4Hewiy0zt4"
475,"그린맨 티켓팅 너무나 하고 싶은데 자가격리때문에 쉽사리 구매를 못하겠다….ㅠ
자가격리도 문제지만 입국심사도 문제겠지. 직항을 타지 않을경우 pcr 테스트 및 입국심사의 벽으로 인해 또 다시 좌절. 잠시동안 설레었다가 영국자가격리 검색 후 좌절. 한치앞도 모르는게 인생임을 다시 깨닫는다.","Greenman Ticketing I want to be too much, but I can not buy it easily because of the price ... . ㅠ
It is a problem that it is a problem, but it will be a problem. If you do not ride yourself, it is also frustrated again due to PCR testing and entry of entry. I was sutured for a while and frustrated after a British price search. I know that I do not know if I do not know the life."
476,한번 격리를 당하니까 더불안함,I have not been able to put it on once
477,"20210505 뮤지컬 #아이위시 
남자1 #강찬 
남자2 #김도현 
여자1 #최현선 
여자2 #정다희 

어린이날 관극이 비어있길래 자가격리 발표 전에 잡아뒀던 건데 오늘 오랜만에 도현배우라 반갑다! https://t.co/4cgvaUhMxa","20210505 Musical # Eye Wish
Man 1 # Long
Man 2 # Kim Do Hyun
Woman 1 # Choi Hyun Sun
Women 2 # Jung Daewe

Children's Day The tubes have been empty, and I have grown it before the proprietary announcement. https://t.co/4CGVauhmxa"
478,자가격리 해제,Release the price
479,자가 격리로 인한 재택근무는 메신져 빼고는 할 수 있는 게 없네,I do not have to be able to do it except for Messenger.
480,"쓰벌, 낼 격리... ㅜㅜ","Through, Isolated ... ㅜ"
481,격리 3일차 힘듬도 3배,Isolation 3 times 3 times
482,자가격리 2일째 마무리는 영화 광해로.  사람이 먼저다. 백성이 먼저다.,"At the second day, the finish is a movie fan. The person is first. The people are first."
483,조폭 과흥신소가 저를 코로나 자가격리자로만들려고합니다,The gangster is trying to make me as a Corona prices.
484,자가격리 2일차.  벌써 힘드네,The price of 2 days. It's already hard.
485,라고하기엔 오늘 원스타 방문 예정에 격리실에 쳐박혀있는걸... https://t.co/15lfx9vwHW,It is said that it is on the isolation room today in the first star today ... https://t.co/15LFX9VWHW
486,격리됬을때 자가격리지원금신청있네? 월욜에 동사무소가야겠다,"When I was insulated, I have a price support for support. I have to go to Monday."
487,@ZeetwoZ2 아 자가격리 기간이지만 외출 가능하죠??,"@ ZEETWOZ2 A person is a daily period, but it can be outgoing?"
488,"@Runa06071 @winmetawin 우리도 자가격리 끝나는 날 
기념 할 수 있었자나요 🥺","@ Runa06071 @winmetawin We are the end of the day
I was able to commemorate it."
489,"흑흑,,,나 왜 격리야","Black ,,, I know why."
490,콜드 플레이 자가격리가 끝난겁니꽈??크리스 마틴만 왔다는 말도 있는데,Cold plays are the end of the price.
491,아주 좋은 하루를 끝마쳤다 오후 12시는 일어나야 하는데 일어날수 있을지 잘 모르겠다ㅠ 너무 개취했다 근데 오늘 또 한번 느낀건 내 개인 감정은 노트에다 일기를 써야지 여긴 그냥 놀이터일뿐 이따가 일어나서 일기장 사러 가야지ㅋ 10월이면 적어도 자가격리 끝날듯 싶은데 당장 일본 가야지ㅋ,"I have finished a very good day. I do not know if 12 pm is going to happen. I have nothing to happen. I was so happy. But I have been feeling again today. My personal feelings are just a playground. I have to write a diary. I want to be the end of the price, but I have to go to Japan right now."
492,"원해서 가는 군대도 아니고
국방의 의무를 지고가는 젊은 청춘들에게
이것은 너무 해는것이지
자식 보낸 가족들의 마음은 어떨까 말핼 필요도
없는것일테고 코로나로 인해 그 아이들 육칠개월을 기다려 다녀온 휴가인데 자가격리 이주도
두번못할일이라 해는데ㆍ ㆍ ㆍ https://t.co/A1lIxAGCyZ","I do not want to go.
To young youth who is done by the duty of the Defense
This is too much.
What about the heart of the child sent,
It is a vacation that I have been waiting for a month,
I can not do it twice ㆍ ㆍ ㆍ Https://t.co/a1lixAgcyz"
493,"""한국인은 자가격리 면제, 그리스에 놀러오세요""  https://t.co/wmijwoQIcs","""Korean is a prince exemption, play to Greece"" https://t.co/wmijwoqics"
494,홈쇼핑에 해외여행상품 올라온다.양국간 자가격리 해제일로부터 1년간 유효.여행사 애쓴다,It is an overseas trip to home shopping. It is effective for one year from the release date of the two countries.
495,맞아 이새끼같은 쓰레기는 30년이 아니라 무기징역형에 처해서 평생 사회와 격리시켜야 돼. https://t.co/D6XUwBtPmV,"Right, this kind of garbage is not 30 years, but inorganic prisoner and should be isolated and isolated. https://t.co/d6xuwbtpmv"
496,"박세리도 코로나19 확진…""격리 후 건강하게 돌아올 것""(종합)https://t.co/9SzhqmACnJ
뮤지컬배우 김준수·신성록·김소현 등은 음성 판정","Park Sei Road Corona 19 closed ... ""I will come back healthy after isolation (comprehensive) https://t.co/9SZHQMACNJ
Musical actor Kim Joon Su, Shin Sung Rock, Kim So Hyun, etc."
497,"출장ㆍ여행왔다가 코로나19 확진 판정으로 '격리'... 제주 확진자 절반 이상
#코로나19팬데믹 
#사회적거리두기 
#방역수칙_준수
https://t.co/h10aLtn60P","I have been traveling on a business trip and traveling to Corona 19,
# Corona 19 pan demic
#Social distancing
# Extraordinary rules _ compliance
https://t.co/H10AltN60P"
498,"엠개가 이제 쏘 음성 나왔으니 낼 공연 한다고 공지 하겠지? 
당연히 확진자 가족은 2주 격리하며 검사 받겠지만 
다른 배우들이 공연을 한다고 안전할까? 
ㅋㄹㄴ도 잠복기가 있는데 왠지 또 이렇게 EMK는 욕받이 대기하겠구나..
양심있고 생각 있으면 2주는 팬텀 안해야지. 
암튼 지들만 생각해.","I will notice that the Empty is now a shot, and will you be aware that you are performing.
Of course, the confirmed family is two weeks,
Is it safe to perform other actors perform?
I have a latency.
If you are conscientious and thought, you should not do a phantom.
Think about it."
499,출국 격리는 제법 걸리더니 귀국 격리는 왤케 시간이 후딱 가는가........(..),I can notice that I can notice my return to my return.
500,@CkaKXKriSK2C 자가격리 야스 ㅗㅜㅑ,@ Ckakxkrisk2c Primaryly Yasu ㅗ ㅑ ㅑ
501,1주일만 자가격리 더 했으면 새 패턴도 연습했을텐데 어쨌든 폐관수련 종료,"If you have done more than a week, you would have practiced the new pattern."
502,"스마트스토어, 쿠팡 등 온라인 판매를 시작했다. 사실 작년 한국 들어와서 자가격리 기간에 공부하고 세팅해놓았는데, 선뜻 나서지 않게 되어서 우물쭈물 했었다. #우물쭈물하다이럴줄알았다","I started selling online, including smart store, Kupang. In fact, I came to Korea last year and studied and set it out of the duration, and I did not get rid of it. # I knew it's lingered."
503,콜드플레이 자가격리 끝났을거 같은데 🤔 후비적 @coldplay,I think the cold player is finished.
504,자가격리 지긋지긋했다,I was dazzling.
505,"이 정도면 정말 사직서 내고 한 달 격리하고, 한 달 유럽여행 다녀와야 하나 싶다. 
파리야 잘 있니? 🇫🇷✈️","This is really not really resignation, I want to go to Europe and travel a month.
Are you good? 🇫🇷✈️"
506,코로나 격리자 도시락 하나 제대로 못챙기는 군대가 전쟁나면 뭔 일을 할까?,Corona Isolated Jobs Do you have to do something when the army warmed properly?
507,중국에서 손님 오셨는데 2주간 격리당하셨다가 내일 해제되고 모레 나한테 제일 먼저 오신데.. 술 먹자구..😳,"I came to China, but I was separated for two weeks, I will be released tomorrow, and I came to More."
508,격리당한애 채팅에서 울분이느껴짐 ㅅㅂ.. https://t.co/lsDpZPS8Za,I can not see it in a chat that I was just a .. https://t.co/lsdpzps8za
509,격리당해서시험못보는애들 한둘이아닌데 연기됐으면좋겠네,I would like to be delayed that I can not see the exam.
510,ㅆㅂ 친구 격리당해서 중간고사못본대,I can not see the middle
511,살다살다 격리자를 작업시킬 줄은 누가 알앗나교,"Somewhere to work,"
512,"@sealofsouth @ektlskfwk 문득 말입니다.

작년 초 잣선 소속기자의 우한탈출기가 떠오르네요.

심지어 탈출기를 으쓱거리는 투로 계란판  종이에 버젓이 실었더랬지요.

그리고 이랬음에도 당시 잣선은 격리 같은 조치 않았지요.","@sealofsouth @ektlskfwk I am sorry.

Last year, the wuhan escape of the reporter's reporter will come up.

I even had a chattering board paper that shrugs an escape.

And this did not seem like a rainy line in that time."
513,@kieslowskian 격리와 신곡이라니 뭔가 장엄해요;,@kieslowskian isolation and new song is something long;
514,한국가고싶다 가면 뭐격리 눈딱감고 한달해야하네,"If you want to go to Korea, you have to see it on the eye."
515,"지가격리..

푸하하.. https://t.co/43AnbMu9ic","Pretty Prince ..

Pooh ... https://t.co/43anbmu9ic"
516,전 자가격리하더라도 한자리 끼워주심 머슴처럼 일할 수 있스 https://t.co/6V0YU1XGVH,"Even if I get rid of it, I can work like a place for a place. Https://t.co/6v0yu1xgvh"
517,격리동안 운동못해서 전신돌리는중,I can not exercise while I can not exercise
518,"@mesigama 자가격리
외국에서 PCR 검사 안했으면 하루 12만원 호텔 격리","@mesigama
If you did not check PCR in a foreign country,"
519,아까 입국 하는데 방역 관련 확인 담당자(육군)에게 ‘사내 시설에서 격리 하는데  어쩌고’ 하는 사람이 있어서 처음에는 머 그런갑다 했는데 가만 생각해 보니 이거 공포. https://t.co/eloOYHIKxa,"I was a person who did a man who was in the in-house facilities, and I thought of it, and I thought of it. https://t.co/elooyhikxa"
520,"계속 자가격리하세요. 어차피 또 자가격리할건데, 능력이 그것밖에 없는데. https://t.co/sMm63LfzI7","Please keep it. Anyway, I am going to pray again, but I have to do it. https://t.co/smm63lfzi7"
521,@nylee21 항상 책임져야할때 스윽...자가격리한답시고 숨고..민주당을 망치고 있으면서..아직도 부족합니까,"@ Nylee21 When I have to always be responsible, I have to go to the price ..."
522,"@lhz990221 윈이 격리하고 있는게 
이렇게 안심이 될 줄이야 ㅠㅠ","@ lhz990221 Win is isolated
I have to be relieved to this."
523,"@zealpuma 그친구, 아마도 요즘에는 맥주1pet 이상 먹으면 힘들어 한다고 하던데. 자가격리 마무리 잘 하고. 올 겨울 여행 준비합시다.",@zealpuma He said that when he eats more than 1pet of beer these days. I am good at finishing the price. Let's prepare for a winter trip.
524,@siniooooo 자가격리는 하룻만에 안끝납니다,@siniooooo One pretty prince is not over
525,격리때매 체지방는거보소ㅋㅋㅋㅋㅋ https://t.co/T2cy3yZlf8,"When I was insulated, I see the body room. ㅋㅋ ㅋㅋㅋ https://t.co/t2cy3yzlf8"
526,"민평련이나 이재명은 보궐패배를 주도한 다음, 열우당 처럼 망가지는 민주당을 예상한 거 같다.
LH도. 조국도..
문파가 그 프레임의 싹을 계속 자르니까 민평련은 노짱 때처럼 안되니 맨붕상태 같구.
재명이는 문프께 하던 짓을 이낙연에게 하다가 걸리구. 짜가격리하구.
문파가 얼마나 미울까?","Min, Min-jin, and Lee Jae-nam are leading the by-election, and then the Mango, as the Talese Party, is expected to predict the Democratic Party.
LH road. The country is also ...
Moonwha continues to cut the frame of the frame,
I do not know what to do to Moonoff. It's a good idea.
How much does the Moonwa?"
