Text,Label
"['dye', 'half', 'adult', 'hospitalized', 'flu', 'heart', 'disease', 'flu', 'vaccination', 'especially', 'important', 'people', 'heart', 'disease', 'higher', 'risk', 'serious', 'flu', 'complication', 'protect', 'rightful', 'heartmonth']",0
"['downplaying', 'pre', 'show', 'vaccination', 'misinformation', 'show', 'zero', 'new', 'nowspinning', 'nowstreaming', 'two', 'hear', 'subgenius', 'radio', 'end', 'time', 'joerogan', 'antivaxxers', 'full', 'detail']",0
"['enforced', 'like', 'parking', 'ticket', 'spot', 'check', 'bylaw', 'officer', 'protecting', 'business', 'check', 'vaccination', 'includes', 'ord', 'shot', 'etc']",1
"['not', 'biden', 'giving', 'crack_pipes', 'long', 'show', 'proof', 'vaccination', 'saw', 'yesterday', 'thought', 'fake', 'literal', 'hell']",0
"['hope', 'receiving', 'treatment', 'problem', 'immunity', 'system', 'like', 'people', 'many', 'vaccination', 'case', 'natural_immunity', 'weakened', 'check', 'report', 'israel']",1
"['reminder', 'offering', 'couid', 'nineteen', 'vaccination', 'clinic', 'student', 'staff', 'family', 'amp', 'community', 'tomorrow', 'couid', 'nineteen', 'testing', 'clinic', 'student', 'amp', 'staff', 'scheduled', 'saturday', 'feb', 'twelve', 'detail', 'event', 'district', 'website']",1
"['stunning', 'yet', 'want', 'treat', 'another', 'flu', 'know', 'zero', 'plus', 'american', 'died', 'last', 'month', 'last', 'three', 'year', 'died', 'flu', 'complication', 'want', 'find', 'rather', 'done', 'vaccination']",1
"['watch', 'trudeau', 'want', 'vaccination', 'rate', 'youtube']",1
"['eighty', 'ninety', 'vaccinated', 'respectively', 'not', 'mean', 'pro', 'mandate', 'vaccination', 'mask', 'etc', 'u', 'included', 'understand', 'vaccine', 'highly', 'beneficial', 'almost', 'u', 'give', 'u', 'right', 'deprive', 'anyone', 'right']",0
"['thing', 'heard', 'today', 'person', 'put', 'leave', 'question', 'need', 'booster', 'side_effect', 'first', 'two', 'dos', 'couid', 'recovered', 'person', 'losing', 'client', 'contract', 'wish', 'wait', 'consider', 'vaccination', 'health', 'concern']",0
"['human_right', 'commission', 'maybe', 'time', 'health', 'right', 'commission', 'discrimination', 'wrong', 'whether', 'based', 'color', 'sex', 'religion', 'etc', 'universal', 'health', 'system', 'discriminate', 'anyone', 'vaccination', 'injection']",1
"['support', 'right', 'turn', 'vaccination', 'saying', 'make', 'sense', 'like', 'saying', 'choice', 'get', 'evicted', 'want', 'pay', 'rent']",0
"['talk', 'khalistani', 'issue', 'open', 'threat', 'tiring', 'katra', 'jabbar', 'kalsa', 'etc', 'police', 'australian', 'state', 'mostly', 'pro', 'group', 'democracy', 'australia', 'enforced', 'vaccination', 'kid', 'even', 'leave', 'country']",1
"['comida', 'impact', 'evolved', 'must', 'metric', 'used', 'guide', 'policy', 'icu', 'rate', 'due', 'hospitalization', 'remain', 'community', 'spread', 'remains', 'absenteeism', 'remains', 'nowhere_near', 'repnotrip', 'able']",1
"['weirdo', 'going', 'around', 'san_francisco', 'bar', 'amp', 'restaurant', 'filling', 'notice', 'civil_right', 'violation', 'asking', 'proof', 'vaccination']",0
"['exception', 'vaccination', 'one', 'worst', 'ac', 'since', 'beginning', 'death', 'patient', 'ambulance', 'icing', 'incompetence', 'quickly', 'sir', 'investigation', 'household', 'imposed', 'management', 'unacceptable']",0
"['member', 'band', 'still', 'alive', 'tell', 'u', 'think', 'vaccination', 'wait', 'minute']",0
"['winter', 'break', 'teen', 'art', 'project', 'eight', 'four', 'county', 'player', 'barborsville', 'fifteen', 'mask', 'required', 'regardless', 'vaccination', 'status']",1
"['two', 'million', 'quebecers', 'caught', 'couid', 'since', 'december', 'four', 'million', 'since', 'march', 'one', 'three', 'million', 'non', 'van', 'vaccination', 'solution', 'reduce', 'contagion']",0
"['since', 'latest', 'flip_flop', 'rather', 'sudden', 'question', 'two', 'airline', 'still', 'requesting', 'proof', 'vaccination', 'international', 'destination', 'still', 'requiring', 'proof', 'vaccination']",0
"['mitigation', 'mean', 'vaccination']",0
"['question', 'enter', 'u', 'first', 'place', 'given', 'u', 'requires', 'proof', 'vaccination', 'entry']",0
"['gov', 'made', 'intention', 'known', 'tues', 'announced', 'dramatic', 'drop', 'couid', 'case', 'not', 'county', 'vaccination', 'rate', 'stop', 'state', 'interference', 'county', 'education', 'four', 'died', 'yesterday', 'twelve']",0
"['vaccination', 'campaign', 'quebec', 'asks', 'doctor', 'return', 'regular', 'activity']",1
"['feel', 'like', 'people', 'pissed', 'employer', 'vaccination', 'mandate', 'thought', 'politically', 'dangerous']",0
"['vaccine', 'stop', 'reseals', 'vaccination', 'rate', 'canada']",1
"['know', 'see', 'boy', 'shower', 'eighty', 'vaccination', 'rate', 'lot', 'science']",0
"['nothing', 'see', 'comrade', 'singh', 'told', 'u', 'directly', 'presser', 'today', 'political', 'alignment', 'vaccination', 'issue', 'explain', 'everyday', 'couid', 'cabal', 'real', 'mybodymychoice', 'fall', 'deaf', 'ear']",0
"['live', 'mercer', 'county', 'ohio', 'vaccination', 'rate', 'even', 'forty', 'percent', 'continue', 'avoiding', 'indoor_spaces', 'masking', 'running', 'errand', 'took', 'early', 'early', 'retirement', 'hubby', 'retired', 'several', 'year', 'refuse', 'play', 'long', 'want']",0
"['gotta', 'love', 'fact', 'taking', 'away', 'business', 'option', 'continue', 'check', 'vaccination', 'status', 'want', 'thought', 'choice', 'choice', 'not', 'get', 'vaccinated', 'choice', 'allow', 'business', 'poli']",0
"['look', 'bright', 'side', 'fiorellas', 'fan', 'feel', 'vaccination', 'able', 'ratio', 'much', 'longer']",0
"['u', 'tie', 'van', 'rate', 'masking', 'definition', 'fully', 'van', 'includes', 'booster', 'know', 'immunity', 'wane', 'not', 'infection', 'also', 'wane', 'severe_disease', 'hospitalization', 'amp', 'death', 'u', 'tie', 'masking', 'policy', 'two', 'dose', 'vaccination']",0
"['memory', 'holed', 'analysis', 'every', 'state', 'elderly', 'prioritized', 'vaccination', 'people', 'access', 'vaccine', 'month']",1
"['nothing', 'like', 'election', 'provide', 'accurate', 'definition', 'fully', 'vad', 'unless', 'u', 'tourist', 'mandate', 'vaccination', 'aged', 'care', 'time']",0
"['thankyoukyrie', 'standing', 'firm', 'vaccination', 'belief', 'driving', 'james', 'sixer', 'three']",1
"['hi', 'craig', 'approved', 'recognized', 'couid', 'nineteen', 'vaccination', 'overseas', 'recorded', 'australian', 'immunization', 'register', 'air', 'get', 'australia', 'find', 'information', 'website']",1
"['everything', 'u', 'public', 'health', 'everybody', 'masking', 'better', 'ventilation', 'vaccination', 'reduces', 'amount', 'virus', 'air', 'chance', 'infected', 'ugh', 'sorry', 'amanda', 'hope', 'dad']",0
"['tucson', 'electric', 'power', 'state', 'regulated', 'utility', 'say', 'plan', 'mandate', 'vaccination', 'testing', 'beyond', 'current', 'workplace', 'safety', 'protocol']",1
"['luc_montagnier', 'clear', 'new', 'variant', 'created', 'antibody', 'mediated', 'selection', 'ade', 'due', 'vaccination', 'put', 'yesterday', 'rip', 'montagnier']",0
"['chat', 'memoir', 'sunday', 'february', 'almost', 'romance', 'detail', 'two', 'friend', 'turned', 'year', 'almost', 'romance', 'real', 'one', 'ticket', 'book', 'must', 'proof', 'vaccination', 'amp', 'mask']",1
"['possible', 'business', 'proof', 'vaccination', 'without', 'code', 'copping_says', 'already', 'app', 'still', 'use', 'business', 'still', 'ask', 'see', 'printed', 'proof', 'vaccination', 'well']",0
"['thought', 'people', 'herpes', 'infection', 'many', 'recurrence', 'vaccination', 'make', 'possible', 'connection', 'cac', 'estimated', 'zero', 'new', 'genital', 'herpes', 'infection', 'united_states', 'single', 'year']",0
"['safer', 'aspirin', 'tylenol', 'travel', 'cross', 'state', 'border', 'without', 'showing', 'vaccination', 'card', 'business', 'want', 'serve', 'hire', 'right', 'comparison', 'makes_sense']",1
"['girl', 'selling', 'card', 'facebook', 'week', 'later', 'realized', 'mean', 'vaccination', 'card', 'not', 'valentine', 'card']",0
"['myocarditis', 'rare', 'side_effect', 'couid', 'nineteen', 'vaccination', 'made', 'headline', 'pediatric', 'cardiologist', 'explains', 'coronavirus', 'infection', 'pose', 'much', 'much', 'greater', 'danger']",1
"['myocarditis', 'rare', 'side_effect', 'couid', 'nineteen', 'vaccination', 'made', 'headline', 'pediatric', 'cardiologist', 'hospital', 'explains', 'coronavirus', 'infection', 'pose', 'much', 'much', 'greater', 'danger']",1
"['heart', 'transplant', 'denied', 'due', 'vaccination', 'status', 'arthur', 'caplan', 'bioethics', 'ask', 'drew']",1
"['supported', 'indonesia', 'one', 'billion', 'emergency', 'financing', 'achieve', 'vaccination', 'target', 'enhanced', 'response', 'capacity', 'seen', 'new', 'testing', 'lab', 'opened', 'amp', 'thousand', 'new', 'isolation', 'amp', 'critical', 'care', 'bed', 'added']",1
"['get', 'free', 'ticket', 'super_bowl', 'experience', 'get', 'est', 'booster', 'dose', 'vaccination', 'clinic', 'south', 'hall', 'clinic', 'open', 'amp', 'door', 'experience', 'open', 'solve']",1
"['fact_checkers', 'say', 'cac', 'changed_definition', 'vaccination', 'increase_transparency', 'probably', 'first', 'time', 'history', 'definition', 'changed', 'reason', 'gave', 'cac', 'right', 'change', 'meaning', 'word']",1
"['world', 'tea', 'tea', 'photo_id', 'amp', 'proof', 'full', 'vaccination', 'required', 'kingstonmines', 'see', 'detail']",1
"['tabu_community', 'health', 'center', 'scarborough_pediatric', 'est', 'dose', 'pfizer', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['tabu_community', 'health', 'center', 'scarborough_ord', 'dose', 'pfizer', 'modern', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['tabu_community', 'health', 'center', 'scarborough_pediatric', 'dose', 'pfizer', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['vaccination', 'pas', 'not', 'simple', 'vaccination', 'card', 'present', 'traveling', 'comparison', 'not', 'hold', 'water', 'forget', 'context', 'creation', 'forget', 'role', 'play', 'get', 'legal', 'punitive', 'strategy', 'forget', 'social', 'impact']",0
"['family', 'court', 'imposing', 'vaccination', 'order', 'visitation']",1
"['acc', 'hosting', 'block', 'party', 'right', 'neighborhood', 'vaccination', 'clinic', 'health', 'screening', 'resource', 'various', 'vendor', 'music', 'free', 'food', 'fun', 'come', 'february', 'see', 'flyer', 'info']",0
"['week', 'published', 'syringecovid', 'nineteen', 'vaccination', 'amp', 'booster', 'rate', 'public', 'think', 'school', 'approach', 'teaching', 'race', 'evolution', 'amp', 'sex', 'trust', 'state', 'government', 'follow', 'u', 'nonpartisan']",1
"['sure', 'vaccinated', 'never', 'get', 'couid', 'never', 'transmit', 'people', 'safer', 'vaccinated', 'tested', 'negative', 'within', 'hour', 'funny', 'current', 'vaccination', 'policy', 'science']",0
"['totally', 'disagree', 'patrick', 'propaganda', 'exercise', 'make', 'recalcitrant', 'feel', 'guilty', 'however', 'vaccination', 'rate', 'quebec', 'highest', 'world', 'not', 'getting', 'guilt', 'ridden', 'business']",0
"['realize', 'lift', 'mask', 'mandate', 'next', 'week', 'vaccinated', 'people', 'allowed', 'ask', 'proof', 'vaccination']",0
"['much', 'penny', 'ballet', 'head', 'province', 'couid', 'nineteen', 'vaccination', 'campaign', 'paid', 'last', 'year', 'service', 'coli']",1
"['united_states', 'right', 'protect', 'border', 'trucker', 'paid', 'dearly', 'likely', 'amp', 'republican_party', 'usa', 'u', 'saying', 'one', 'cross_border', 'without', 'vaccination', 'like', 'rule', 'fuck', 'care', 'find', 'really', 'behind']",0
"['vaccination', 'clinic', 'sunday', 'join', 'u', 'mark', 'catholic_church', 'sunday', 'feb', 'thirteen', 'next', 'couid', 'nineteen', 'mobile', 'vaccination', 'clinic', 'get', 'vaccinated', 'get', 'twentyfive', 'visa_gift', 'card', 'supplies_last', 'see', 'detail']",1
"['almost', 'certainly', 'huge', 'risk', 'reduction', 'considering', 'much', 'vaccination', 'cut', 'time', 'virus', 'circulates', 'body', 'produce', 'elongated', 'immune_response', 'immuno', 'naive', 'people', 'develop', 'antibody', 'one', 'three', 'week', 'virus', 'enters', 'body']",0
"['might', 'know', 'le', 'know', 'topic', 'believe', 'e', 'anti', 'vaccination', 'republican', 'supporter']",0
"['free', 'couid', 'nineteen', 'vaccination', 'event', 'friday', 'mountlake', 'terrace']",0
"['got', 'proof', 'recovery', 'cool', 'today', 'bow', 'actually', 'incredibly', 'lucky', 'timing', 'wise', 'since', 'vaccination', 'pas', 'running', 'next', 'month', 'good', 'november']",0
"['nine', 'vaccination', 'jab', 'nov', 'jan', 'shingle', 'two', 'pneumonia', 'one', 'modern', 'three', 'influenza', 'two', 'trap', 'one', 'even', 'alive']",0
"['attending', 'super_bowl', 'party', 'weekend', 'matter', 'root', 'vaccination', 'staying_home', 'sick', 'mask', 'key', 'defensive', 'play', 'taking', 'care', 'matter', 'let', 'tackle', 'together']",0
"['sure', 'gop', 'introducing', 'bill', 'get', 'rid', 'mandate', 'vaccine', 'public', 'elementary', 'school', 'free', 'preventable_diseases', 'poor', 'kid', 'rich', 'send', 'kid', 'private', 'school', 'strict', 'vaccination', 'requirement']",0
"['anticipate', 'cell', 'based', 'immunodiagnostic', 'scheme', 'classify', 'subject', 'based', 'vaccination', 'amp', 'natural', 'infection', 'history', 'important', 'tool', 'longitudinal', 'monitoring', 'vaccination', 'amp', 'establishing', 'sars_cov', 'two', 'correlate', 'protection']",0
"['not', 'opponent', 'vaccination', 'distrust', 'current', 'vaccine', 'new', 'product', 'not', 'stood', 'test', 'time', 'apply', 'precautionary', 'principle', 'putting', 'everyone', 'package', 'listen', 'people', 'first']",0
"['brighton', 'recreation_center', 'extending', 'free', 'couid', 'nineteen', 'vaccination', 'clinic', 'following', 'monday', 'february', 'twentynine', 'march', 'seven', 'april', 'four', 'eighteen', 'hour', 'operation', 'eight', 'three', 'appointment', 'not', 'required', 'read', 'brighton']",1
"['try', 'remember', 'wave', 'wave', 'people', 'went', 'vaccination', 'center', 'amp', 'fact', 'daily', 'occurrence', 'week', 'week', 'pal', 'loud', 'negligible']",0
"['great', 'prime_minister', 'not', 'ignorant', 'study', 'reality', 'science', 'data', 'say', 'vaccination', 'mandate', 'path', 'minimal', 'hospitalization', 'path', 'quickly', 'ending', 'pandemic']",0
"['regime', 'spokespeople', 'mom', 'keep', 'referring', 'anti', 'vaccination', 'sentiment', 'protest', 'totally', 'clueless', 'trying', 'create', 'false', 'narrative', 'protest', 'reflect', 'anti', 'mandate', 'sentiment', 'must', 'know', 'since', 'ninety', 'trucker', 'vaccinated']",0
"['difference', 'among', 'canadian', 'minuscule', 'across', 'political', 'spectrum', 'come', 'restriction', 'want', 'life', 'return_normal', 'goal', 'vaccination', 'amp', 'knew', 'would', 'never', 'get', 'stop', 'thinking', 'could', 'cannoli']",0
"['ever', 'go', 'idaho', 'get', 'hug', 'wear_mask', 'show', 'vaccination', 'card', 'wash_hands', 'cause', 'smart', 'people']",0
"['vaccination', 'record', 'false', 'get', 'idea', 'question', 'importance', 'vaccine', 'like', 'typhoid', 'not', 'one', 'know', 'even', 'among', 'called', 'anti', 'several']",0
"['ontario', 'superior', 'court', 'freeze', 'fund', 'raised', 'givesendgo', 'platform', 'truckers_protesting', 'vaccination']",1
"['not', 'anti_baxters', 'trying', 'keep', 'safe', 'untested', 'high', 'vaccine', 'injury', 'vaccination', 'majority', 'u', 'yell', 'staff', 'member', 'walk', 'take', 'business', 'elsewhere', 'stop', 'assuming', 'something', 'chosen', 'not', 'understand']",0
"['whaf', 'anyone', 'anywhere', 'go', 'onto', 'twitter', 'feed', 'blame', 'whatever', 'want', 'couid', 'vaccination', 'proof', 'diagnosis', 'fact', 'exactly', 'wrong', 'many', 'people', 'believe', 'anything', 'long', 'fit', 'narrative']",0
"['vaccinated', 'like', 'favor', 'vaccination', 'especially', 'vulnerable', 'people', 'hope', 'discriminatory', 'tool', 'fuel', 'social', 'tension', 'longer', 'worth', 'anything', 'since', 'omicron', 'wave', 'present', 'pas', 'disappear', 'soon', 'possible']",0
"['got', 'trap', 'booster', 'week', 'ago', 'learning', 'five', 'yr', 'past', 'due', 'total', 'vaccination', 'jab', 'since', 'nov', 'nine', 'couid', 'influenza', 'pneumonia', 'shingle', 'trap', 'yep', 'nine']",1
"['net', 'banking', 'gov_kathy', 'hocus', 'drop', 'new_york', 'stringent_indoor', 'mask', 'mandate', 'wednesday', 'ending', 'requirement', 'business', 'ask', 'customer', 'proof', 'full', 'vaccination', 'require', 'mask', 'wearing', 'time']",0
"['army', 'leaf', 'vaccination', 'center', 'quebec', 'not', 'busy']",1
"['time', 'drop', 'proof', 'vaccination', 'inoculation', 'not', 'prevent', 'transmission', 'adopt', 'risk', 'based', 'approach', 'protect', 'vulnerable', 'wish', 'wear', 'mask', 'continue', 'allow', 'people', 'make', 'risk', 'assessment']",0
"['caricature', 'misrepresent', 'thing', 'however', 'accustomed', 'u', 'much', 'finesse', 'subtlety', 'issue', 'vaccination', 'passport', 'nothing', 'vaccination', 'political', 'measure', 'well']",1
"['tonight', 'eight', 'live', 'low', 'end', 'free', 'admission', 'proof', 'couid', 'nineteen', 'vaccination', 'negative', 'couid', 'nineteen', 'test', 'face_coverings', 'required', 'rip', 'person', 'live', 'streaming']",0
"['number', 'woman', 'reporting', 'side_effect', 'pfizer', 'vaccination', 'almost', 'double', 'men']",1
"['realize', 'u', 'enacted', 'vaccination', 'mandate', 'trucker', 'even', 'canada', 'lifted', 'mandate', 'still', 'able', 'enter', 'u']",0
"['falsifying', 'vaccination', 'card', 'crime', 'possible', 'one', 'year', 'jail_sentence']",1
"['get', 'couid', 'spread', 'couid', 'nearly', 'often', 'get', 'really', 'sick', 'die', 'couid', 'insurance_company', 'valid', 'reason', 'categorize', 'vaccination', 'status', 'else']",0
"['see', 'man', 'go', 'national', 'stage', 'representative', 'wink', 'bad', 'actor', 'young', 'said', 'let', 'really', 'clear', 'premier', 'not', 'trucker', 'vaccination', 'mandate', 'premier', 'ego', 'cowardice']",1
"['maryland', 'reported', 'lowest', 'couid', 'infection', 'rate', 'country', 'today', 'mask', 'work']",1
"['tabu_community', 'health', 'center', 'scarborough', 'est', 'dose', 'pfizer', 'modern', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['tabu_community', 'health', 'center', 'scarborough', 'dose', 'pfizer', 'modern', 'spots_added', 'first', 'available', 'date', 'two', 'ten', 'book', 'see_detailed', 'availability_con']",1
"['couid', 'nineteen', 'vaccine', 'key', 'health', 'vaccination', 'requirement', 'indoor', 'public', 'activity', 'key', 'via']",0
"['business', 'free', 'still', 'require', 'proof', 'vaccination', 'taking', 'reader', 'away', 'business', 'verify', 'vaccination', 'status', 'really', 'want', 'throw', 'u', 'wolf', 'poli', 'able', 'health']",0
"['lol', 'majority', 'reason', 'stole', 'lost', 'true', 'conservative', 'supported', 'forced', 'vaccination', 'strongly', 'work', 'clear', 'majority', 'canadian', 'mandate', 'forced', 'take', 'insane']",0
"['saying', 'study', 'several', 'limitation', 'first', 'although', 'clinician', 'required', 'report', 'serious', 'adverse_events', 'couid', 'nineteen', 'vaccination', 'including', 'event', 'leading', 'hospitalization', 'veers', 'passive', 'reporting', 'system', 'veers', 'may', 'incomplete']",0
"['child', 'organization', 'rely', 'like', 'girl', 'guide', 'required', 'check', 'vaccination', 'status', 'people', 'truly', 'not', 'care', 'child']",0
"['quack', 'outlier', 'every', 'profession', 'not', 'understanding', 'need', 'virologist', 'understand', 'tremendous', 'benefit', 'vaccination', 'population', 'statistic', 'individual', 'not', 'understanding', 'want']",0
"['guess', 'even', 'premature', 'elimination', 'proof', 'vaccination', 'amp', 'masking', 'satisfy', 'tamara', 'avoid', 'take', 'get', 'fan', 'club']",0
"['proof', 'vaccination', 'requirement', 'passenger', 'plane', 'amp', 'train']",1
"['doctor', 'outraged', 'doctor', 'honestly', 'discussing', 'sided', 'effect', 'etc', 'saying', 'would', 'stop', 'people', 'vaccinating', 'mostly', 'doctor', 'insisting', 'kid', 'need', 'vaccination', 'using', 'language', 'anti', 'vaccination', 'crusader']",0
"['claim', 'family', 'sect', 'holy', 'spirit', 'near', 'juliette', 'brought', 'back', 'trip', 'notoriously', 'anti', 'vaccination', 'live', 'world', 'literally', 'backyard', 'publicized', 'time', 'fact']",0
"['no', 'mandate', 'business', 'either', 'require', 'mask', 'require', 'customer', 'show', 'proof', 'vaccination', 'status', 'nice', 'always', 'show', 'proof', 'vaccination', 'regardless', 'mask', 'mask', 'policy']",1
"['article', 'state', 'confirmed', 'died_anaphylaxis', 'due', 'couid', 'nineteen', 'vaccination']",0
"['point', 'train', 'airline', 'still', 'required', 'legally', 'review', 'proof', 'vaccination', 'know', 'via', 'used', 'province', 'app', 'took', 'train', 'holiday']",0
"['study', 'suggest', 'vaccination', 'might', 'halve', 'risk', 'long', 'couid', 'effect', 'brother', 'long', 'couid', 'competitive', 'amateur', 'bicycle', 'barely', 'ride', 'succumbing', 'exhaustion']",0
"['probably', 'cheaper', 'effective', 'bribe', 'people', 'get', 'vaccinated', 'least', 'u', 'state', 'lowest', 'vaccination', 'rate', 'weirdly', 'never', 'heard', 'suggest', 'mandate', 'discussion', 'maybe', 'read', 'tweet', 'closely', 'enough', 'mention']",0
"['please', 'wait', 'decent', 'supply', 'therapeutic', 'medication', 'state', 'wait', 'youngest', 'child', 'eligible', 'vaccination', 'reverse', 'progress', 'maskshelp']",0
"['tendentious', 'histrionics', 'hearing', 'along', 'australian', 'government', 'bad', 'actor', 'armageddon', 'argument', 'whether', 'able', 'use', 'trumped', 'excuse', 'avoid', 'vaccination', 'requirement']",1
"['hahahaha', 'constituent', 'access', 'free', 'vaccination', 'holy', 'fuck', 'fault', 'chose', 'not', 'get', 'think', 'supporting', 'liberty', 'solely', 'political', 'point', 'touch', 'reality', 'thought', 'u', 'even', 'know', 'bio']",0
"['showing', 'vaccination', 'date', 'get', 'beer', 'creepy', 'anyway', 'license', 'show', 'full', 'name', 'home', 'address']",0
"['couid', 'massive', 'hit', 'say', 'curious', 'vaccination', 'policy', 'employee', 'want', 'attend']",0
"['throughout', 'pandemic', 'healthy', 'child', 'far', 'away', 'least', 'likely', 'die', 'couid', 'seeing', 'unseated', 'premise', 'want', 'get', 'zero', 'couid', 'death', 'regardless', 'vaccination', 'status', 'not', 'sound', 'policy']",0
"['yeah', 'not', 'mine', 'one', 'brain', 'trust', 'providing', 'ground', 'support', 'convoy', 'open', 'trudeau', 'jurisdiction', 'provincial', 'mandate', 'u', 'cross_border', 'vaccination', 'policy', 'canada', 'take', 'civics', 'lesson', 'skippy']",0
"['gov', 'mom', 'accomplished', 'goal', 'riddled', 'stress', 'ear', 'expecting', 'vaccination', 'unrealistic', 'couid', 'stay', 'need', 'learn', 'live', 'omicron', 'like', 'flu', 'take', 'precaution', 'old', 'compromised', 'life', 'fear', 'not', 'life']",0
"['oscar', 'reportedly', 'breaking', 'award', 'show', 'not', 'require', 'attendee', 'show', 'proof', 'vaccination', 'negative', 'couid', 'test']",0
"['thanks', 'ge', 'going', 'soon', 'leaving', 'big', 'tip']",0
"['yes', 'need', 'learn', 'live', 'eventually', 'mean', 'completely', 'dropping', 'restriction', 'especially', 'masking', 'vaccination', 'aware', 'important', 'taken', 'every', 'vaccine', 'know', 'man', 'applies', 'age_group', 'still', 'alive']",0
"['report', 'oscar', 'require', 'negative', 'couid', 'test', 'not', 'vaccination', 'proof']",0
"['sixty', 'week', 'since', 'first', 'shipment', 'couid', 'nineteen', 'vaccine', 'sent', 'state', 'kicking', 'largest', 'vaccination']",1
"['age', 'bracket', 'vaccination', 'rate', 'case', 'rate', 'graph', 'continues', 'fascinating']",0
"['deliberately', 'used', 'propaganda', 'make', 'uneducated', 'believe', 'vaccine', 'harmful', 'promoting', 'vaccination', 'school', 'german', 'elite', 'eventually', 'actively', 'withheld', 'vaccine', 'deemed', 'undesirable', 'asked']",0
"['vaccination', 'status', 'not', 'determine', 'intelligence']",0
"['hi', 'hope', 'well', 'wondering', 'current', 'couid', 'nineteen', 'vaccination', 'amp', 'rule', 'temporary', 'day', 'worker', 'visitor', 'respective', 'one', 'two']",0
"['reporter', 'sophia', 'pulp', 'work', 'hard', 'email', 'discussing', 'reason', 'cac', 'redefinition', 'vaccination', 'publicly', 'available', 'either', 'know', 'omitted', 'fact', 'check']",0
"['varicose', 'application', 'used', 'quebec', 'show', 'proof', 'vaccination', 'suddenly', 'longer', 'compatible', 'version', 'android', 'eight', 'one', 'super', 'practical', 'say']",0
"['remove', 'encouragement', 'vaccination', 'passport', 'would', 'le', 'intelligent', 'incentivized', 'better', 'plan', 'removing', 'rep', 'make', 'three', 'dose', 'requirement', 'stick', 'thing', 'moved', 'needle', 'two', 'yr', 'begging', 'work']",0
"['net', 'fan', 'obviously', 'wish', 'kyrie', 'different', 'stance', 'vaccination', 'topic', 'far', 'performing', 'completely', 'harmless', 'native', 'american', 'ritual', 'not', 'sure', 'anyone', 'put', 'negative', 'spin']",0
"['yes', 'mandate', 'stand', 'corrected', 'however', 'city', 'van', 'mandate', 'still', 'stringent', 'vaccinated', 'usual', 'u', 'city', 'folk', 'still', 'burden', 'proof', 'vaccination', 'required', 'indoor_dining', 'event', 'arena', 'gyms_theaters', 'museum', 'etc']",0
"['bringing', 'history', 'crucial', 'explaining', 'black', 'people', 'concerned', 'context', 'tuskegee', 'vaccination']",0
"['left', 'door', 'located', 'washington', 'wishing', 'safe', 'place', 'drink']",1
"['vaccination', 'center', 'nurse', 'retired', 'special', 'permit', 'unfit', 'work', 'hospital', 'not', 'let', 'see']",0
"['sha', 'waiting', 'notification', 'university', 'saskatchewan', 'plan', 'proof', 'vaccination', 'facility', 'including']",1
"['described', 'flu', 'season', 'existence', 'voluntary', 'vaccination', 'change', 'entire', 'argument', 'matter', 'much', 'deny', 'still', 'argument']",0
"['please', 'update', 'vaccination', 'policy', 'science', 'changed', 'recognizes', 'everyone', 'talking', 'long', 'time', 'natural_immunity']",1
"['proof', 'vaccination', 'proof', 'felony']",1
"['excited', 'expand', 'not', 'data', 'partnership', 'spartan', 'medical', 'help', 'business', 'school', 'keep', 'team', 'safe', 'couid', 'nineteen', 'pandemic', 'expanded', 'testing', 'reporting', 'solution', 'include', 'tracking', 'vaccination', 'status']",0
"['way', 'miss', 'point', 'evidence', 'show', 'mass', 'vaccination', 'never', 'eradicate', 'couid']",0
"['cac', 'changing_definition', 'vaccination', 'eye']",0
"['swear', 'fuck', 'anyone', 'compare', 'vaccination', 'rape', 'deserves', 'launched', 'fucking', 'sun', 'also', 'deserve', 'go', 'end', 'triage', 'line', 'need', 'care']",0
"['drop', 'vaccine', 'conspiracy', 'violating', 'person', 'vaccination', 'shot']",0
"['looming_scandal', 'many', 'ifl_players', 'playing', 'fake', 'vaccination', 'cards_mina', 'time', 'say', 'ifl_model', 'antonio_brown', 'punishment_using', 'fake', 'vaccine', 'card_evander', 'kane_suspension', 'nil_found', 'guilty']",0
"['minneapolis_paul', 'immediately', 'lift', 'mandate', 'requiring', 'proof', 'vaccination', 'negative_test', 'city']",1
"['eighty', 'seven', 'albany', 'county', 'resident', 'received', 'least', 'first', 'dose', 'vaccine', 'three', 'considered', 'fully', 'vaccinated', 'first', 'dose', 'vaccination', 'rate', 'county', 'eighteen', 'population', 'two']",1
"['respect', 'medical', 'evidence', 'show', 'mandatory', 'vaccination', 'case', 'unjustifiable']",0
"['author', 'new', 'work', 'found', 'evident', 'difference', 'newborn', 'woman', 'received', 'vaccination', 'pregnancy', 'woman', 'not', 'vaccinated', 'read']",1
"['canada', 'couid', 'vaccination', 'progress_feb', 'ten', 'et']",1
