,Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
687,"under joe biden, you must show proof vaccination just about everything except crossing border receiving free crack pipes.","under joe biden, you must show proof vaccination just about everything except crossing border receiving free crack pipes.",ENGLISH,"under joe biden, you must show proof vaccination just about everything except crossing border receiving free crack pipes.","[('under', 'IN'), ('joe', 'NN'), ('biden', 'NN'), ('you', 'PRP'), ('must', 'MD'), ('show', 'VB'), ('proof', 'JJ'), ('vaccination', 'NN'), ('just', 'RB'), ('about', 'IN'), ('everything', 'NN'), ('except', 'IN'), ('crossing', 'VBG'), ('border', 'NN'), ('receiving', 'VBG'), ('free', 'JJ'), ('crack', 'NN'), ('pipes', 'NNS')]","['joe_biden', 'must', 'show', 'proof', 'vaccination', 'everything', 'except', 'crossing_border', 'receiving', 'free', 'crack_pipes']","['must', 'show', 'proof', 'vaccination', 'receive', 'free', 'crack_pipe']","['proof', 'vaccination', 'crack_pipe']",0.8,subjective
688,this vaccination is bullshit🙄,this vaccination is bullshitface_with_rolling_eyes,ENGLISH,this vaccination is bullshitface_with_rolling_eyes,"[('this', 'DT'), ('vaccination', 'NN'), ('is', 'VBZ')]",['vaccination'],[],[],0.0,subjective
689,first time eating out while they really asked my vaccination card,first time eating out while they really asked my vaccination card,ENGLISH,first time eating out while they really asked my vaccination card,"[('first', 'JJ'), ('time', 'NN'), ('eating', 'VBG'), ('out', 'RP'), ('while', 'IN'), ('they', 'PRP'), ('really', 'RB'), ('asked', 'VBD'), ('my', 'PRP$'), ('vaccination', 'NN'), ('card', 'NN')]","['first', 'time', 'eating', 'really', 'asked', 'vaccination', 'card']","['first', 'time', 'eat', 'really', 'ask', 'vaccination', 'card']","['time', 'vaccination', 'card']",0.266666667,subjective
690,"i'm not talking at individual level - but when place has high vaccination / booster rate / or b recent big wave, they have fewer infections than places that don't meet either criteria. but abs wane, so it's reasonable expect cycle continue while.","i'm not talking at individual level - but when place has high vaccination / booster rate / or b recent big wave, they have fewer infections than places that don't meet either criteria. but abs wane, so it's reasonable expect cycle continue while.",ENGLISH,"i'm not talking at individual level - but when place has high vaccination / booster rate / or b recent big wave, they have fewer infections than places that don't meet either criteria. but abs wane, so it's reasonable expect cycle continue while.","[('i', 'NN'), ('i', 'MD'), ('not', 'RB'), ('talking', 'VBG'), ('at', 'IN'), ('individual', 'JJ'), ('level', 'NN'), ('but', 'CC'), ('when', 'WRB'), ('place', 'NN'), ('has', 'VBZ'), ('high', 'JJ'), ('vaccination', 'NN'), ('booster', 'NN'), ('rate', 'NN'), ('or', 'CC'), ('i', 'NN'), ('recent', 'JJ'), ('big', 'JJ'), ('wave', 'NN'), ('they', 'PRP'), ('have', 'VBP'), ('fewer', 'JJR'), ('infections', 'NNS'), ('than', 'IN'), ('places', 'NNS'), ('that', 'IN'), ('don', 'NN'), ('i', 'JJ'), ('meet', 'NN'), ('either', 'CC'), ('criteria', 'NNS'), ('but', 'CC'), ('abs', 'NNS'), ('wane', 'VBP'), ('so', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('reasonable', 'JJ'), ('expect', 'JJ'), ('cycle', 'NN'), ('continue', 'VBP'), ('while', 'IN')]","['not', 'talking', 'individual', 'level', 'place', 'high', 'vaccination', 'booster', 'rate', 'recent', 'big', 'wave', 'fewer', 'infection', 'place', 'meet', 'either', 'criterion', 'ab', 'wane', 'reasonable', 'expect', 'cycle', 'continue']","['talk', 'individual', 'level', 'place', 'high', 'vaccination', 'booster', 'rate', 'recent', 'big', 'wave', 'few', 'infection', 'place', 'meet', 'criterion', 'abs', 'wane', 'reasonable', 'expect', 'cycle', 'continue']","['level', 'place', 'vaccination', 'booster', 'rate', 'wave', 'infection', 'place', 'criterion', 'wane', 'cycle']",0.378,subjective
691,"study looked at #covid-19 #vaccination rates new covid-19 infections across us counties during #delta surge last summer. many highly infected counties were considered rural, highlighting some vaccination challenges these areas.","study looked at #covid-19 #vaccination rates new covid-19 infections across us counties during #delta surge last summer. many highly infected counties were considered rural, highlighting some vaccination challenges these areas.",ENGLISH,"study looked at #covid-19 #vaccination rates new covid-19 infections across us counties during #delta surge last summer. many highly infected counties were considered rural, highlighting some vaccination challenges these areas.","[('study', 'NN'), ('looked', 'VBD'), ('at', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('rates', 'NNS'), ('new', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('infections', 'NNS'), ('across', 'IN'), ('us', 'PRP'), ('counties', 'NNS'), ('during', 'IN'), ('delta', 'NN'), ('surge', 'NN'), ('last', 'JJ'), ('summer', 'NN'), ('many', 'JJ'), ('highly', 'RB'), ('infected', 'JJ'), ('counties', 'NNS'), ('were', 'VBD'), ('considered', 'VBN'), ('rural', 'JJ'), ('highlighting', 'VBG'), ('some', 'DT'), ('vaccination', 'NN'), ('challenges', 'VBZ'), ('these', 'DT'), ('areas', 'NNS')]","['study', 'looked', 'couid', 'nineteen', 'vaccination', 'rate', 'new', 'couid', 'nineteen', 'infection', 'across', 'u', 'county', 'delta', 'surge', 'last', 'summer', 'many', 'highly', 'infected', 'county', 'considered', 'rural', 'highlighting', 'vaccination', 'challenge', 'area']","['study', 'look', 'couid', 'vaccination', 'rate', 'new', 'couid', 'infection', 'county', 'surge', 'last', 'summer', 'many', 'highly', 'infected', 'county', 'consider', 'rural', 'highlight', 'vaccination', 'challenge', 'area']","['study', 'couid', 'vaccination', 'rate', 'couid', 'infection', 'county', 'summer', 'county', 'vaccination', 'challenge', 'area']",0.312242424,objective
692,how is what i said even relevant shut up dribble people shouldn’t be forced into vaccination but if you’re not gonna do it go play somewhere that it doesn’t tend hurting your team win championship. harden probably stays if kyrie isn’t part time player,how is what i said even relevant shut up dribble people shouldn’t be forced into vaccination but if you’re not gonna do it go play somewhere that it doesn’t tend hurting your team win championship. harden probably stays if kyrie isn’t part time player,ENGLISH,how is what i said even relevant shut up dribble people shouldn’t be forced into vaccination but if you’re not gonna do it go play somewhere that it doesn’t tend hurting your team win championship. harden probably stays if kyrie isn’t part time player,"[('how', 'WRB'), ('is', 'VBZ'), ('what', 'WP'), ('i', 'NN'), ('said', 'VBD'), ('even', 'RB'), ('relevant', 'JJ'), ('shut', 'VBD'), ('up', 'RP'), ('dribble', 'JJ'), ('people', 'NNS'), ('shouldn', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('be', 'VB'), ('forced', 'VBN'), ('into', 'IN'), ('vaccination', 'NN'), ('but', 'CC'), ('if', 'IN'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('not', 'RB'), ('gonna', 'RB'), ('do', 'VB'), ('it', 'PRP'), ('go', 'VB'), ('play', 'VB'), ('somewhere', 'RB'), ('that', 'IN'), ('it', 'PRP'), ('doesn', 'VBZ'), ('i', 'JJ'), ('i', 'NNS'), ('tend', 'VBP'), ('hurting', 'VBG'), ('your', 'PRP$'), ('team', 'NN'), ('win', 'VB'), ('championship', 'NN'), ('harden', 'NN'), ('probably', 'RB'), ('stays', 'VBZ'), ('if', 'IN'), ('kyrie', 'VBN'), ('isn', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('part', 'NN'), ('time', 'NN'), ('player', 'NN')]","['said', 'even', 'relevant', 'shut', 'dribble', 'people', 'forced', 'vaccination', 'not', 'gonna', 'go', 'play', 'somewhere', 'tend', 'hurting', 'team', 'win', 'championship', 'harden', 'probably', 'stay', 'kyrie', 'part', 'time', 'player']","['say', 'even', 'relevant', 'shut', 'dribble', 'people', 'force', 'vaccination', 'go', 'go', 'play', 'somewhere', 'tend', 'hurting', 'team', 'win', 'championship', 'probably', 'stay', 'time', 'player']","['people', 'vaccination', 'hurting', 'team', 'championship', 'time', 'player']",0.5,subjective
693,"no, vaccination rate did; gym.","no, vaccination rate did; gym.",ENGLISH,"no, vaccination rate did; gym.","[('no', 'DT'), ('vaccination', 'NN'), ('rate', 'NN'), ('did', 'VBD'), ('gym', 'VB')]","['vaccination', 'rate']","['vaccination', 'rate']","['vaccination', 'rate']",0.0,subjective
694,if vaccinated people who have physical proof vaccination are going be denied services because they don't have q-code you need ensure that people can get q-code.,if vaccinated people who have physical proof vaccination are going be denied services because they don't have q-code you need ensure that people can get q-code.,ENGLISH,if vaccinated people who have physical proof vaccination are going be denied services because they don't have q-code you need ensure that people can get q-code.,"[('if', 'IN'), ('vaccinated', 'VBN'), ('people', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('physical', 'JJ'), ('proof', 'NN'), ('vaccination', 'NN'), ('are', 'VBP'), ('going', 'VBG'), ('be', 'VB'), ('denied', 'VBN'), ('services', 'NNS'), ('because', 'IN'), ('they', 'PRP'), ('don', 'VBP'), ('i', 'NNS'), ('have', 'VBP'), ('i', 'VBN'), ('code', 'VBP'), ('you', 'PRP'), ('need', 'VBP'), ('ensure', 'VB'), ('that', 'IN'), ('people', 'NNS'), ('can', 'MD'), ('get', 'VB'), ('i', 'JJ'), ('code', 'NN')]","['vaccinated', 'people', 'physical', 'proof', 'vaccination', 'going', 'denied', 'service', 'code', 'need', 'ensure', 'people', 'get', 'code']","['vaccinated', 'people', 'physical', 'vaccination', 'go', 'deny', 'service', 'code', 'nee', 'ensure', 'people', 'code']","['people', 'vaccination', 'service', 'code', 'people', 'code']",0.14285714300000002,subjective
695,"why trust quotes individuals i was pretty surprised learn that man with serious heart condition was unable get medical exemption avoid vaccination. i’m sure that has happened, but it’s also super easy thing lie about.","why trust quotes individuals i was pretty surprised learn that man with serious heart condition was unable get medical exemption avoid vaccination. i’m sure that has happened, but it’s also super easy thing lie about.",ENGLISH,"why trust quotes individuals i was pretty surprised learn that man with serious heart condition was unable get medical exemption avoid vaccination. i’m sure that has happened, but it’s also super easy thing lie about.","[('why', 'WRB'), ('trust', 'NN'), ('quotes', 'VBZ'), ('individuals', 'NNS'), ('i', 'NN'), ('was', 'VBD'), ('pretty', 'RB'), ('surprised', 'JJ'), ('learn', 'NN'), ('that', 'IN'), ('man', 'NN'), ('with', 'IN'), ('serious', 'JJ'), ('heart', 'NN'), ('condition', 'NN'), ('was', 'VBD'), ('unable', 'JJ'), ('get', 'NN'), ('medical', 'JJ'), ('exemption', 'NN'), ('avoid', 'IN'), ('vaccination', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('sure', 'VBP'), ('that', 'WDT'), ('has', 'VBZ'), ('happened', 'VBN'), ('but', 'CC'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'NN'), ('also', 'RB'), ('super', 'JJ'), ('easy', 'JJ'), ('thing', 'NN'), ('lie', 'NN'), ('about', 'IN')]","['trust', 'quote', 'individual', 'pretty', 'surprised', 'learn', 'man', 'serious', 'heart', 'condition', 'unable', 'get', 'medical', 'exemption', 'avoid', 'vaccination', 'sure', 'happened', 'also', 'super', 'easy', 'thing', 'lie']","['trust', 'quote', 'individual', 'pretty', 'surprised', 'learn', 'man', 'serious', 'heart', 'condition', 'unable', 'medical', 'exemption', 'avoid', 'vaccination', 'sure', 'happen', 'also', 'super', 'easy', 'thing', 'lie']","['trust', 'individual', 'man', 'heart', 'condition', 'exemption', 'avoid', 'vaccination', 'thing']",0.6819444440000001,subjective
696,show me how many people does vaccination he did not prioritize his own body kyrie is doofus,show me how many people does vaccination he did not prioritize his own body kyrie is doofus,ENGLISH,show me how many people does vaccination he did not prioritize his own body kyrie is doofus,"[('show', 'VB'), ('me', 'PRP'), ('how', 'WRB'), ('many', 'JJ'), ('people', 'NNS'), ('does', 'VBZ'), ('vaccination', 'NN'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('prioritize', 'VB'), ('his', 'PRP$'), ('own', 'JJ'), ('body', 'NN'), ('kyrie', 'NN'), ('is', 'VBZ'), ('doofus', 'JJ')]","['show', 'many', 'people', 'vaccination', 'not', 'prioritize', 'body', 'kyrie', 'doofus']","['show', 'many', 'people', 'vaccination', 'prioritize', 'body']","['people', 'body']",0.75,subjective
697,"i hate that headline because it’s so partisan, but graphs how each state line up against those criteria is persuasive. some states with oldest population vermont, maine have some lowest death rates covid. mostly due high vaccination rates","i hate that headline because it’s so partisan, but graphs how each state line up against those criteria is persuasive. some states with oldest population vermont, maine have some lowest death rates covid. mostly due high vaccination rates",ENGLISH,"i hate that headline because it’s so partisan, but graphs how each state line up against those criteria is persuasive. some states with oldest population vermont, maine have some lowest death rates covid. mostly due high vaccination rates","[('i', 'NN'), ('hate', 'VBP'), ('that', 'DT'), ('headline', 'NN'), ('because', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'VBP'), ('so', 'RB'), ('partisan', 'JJ'), ('but', 'CC'), ('graphs', 'JJ'), ('how', 'WRB'), ('each', 'DT'), ('state', 'NN'), ('line', 'NN'), ('up', 'RP'), ('against', 'IN'), ('those', 'DT'), ('criteria', 'NNS'), ('is', 'VBZ'), ('persuasive', 'JJ'), ('some', 'DT'), ('states', 'NNS'), ('with', 'IN'), ('oldest', 'JJS'), ('population', 'NN'), ('vermont', 'NN'), ('maine', 'NN'), ('have', 'VBP'), ('some', 'DT'), ('lowest', 'JJS'), ('death', 'NN'), ('rates', 'NNS'), ('couid', 'VBP'), ('mostly', 'RB'), ('due', 'JJ'), ('high', 'JJ'), ('vaccination', 'NN'), ('rates', 'NNS')]","['hate', 'headline', 'partisan', 'graph', 'state', 'line', 'criterion', 'persuasive', 'state', 'oldest', 'population', 'vermont', 'maine', 'lowest', 'death', 'rate', 'couid', 'mostly', 'due', 'high', 'vaccination', 'rate']","['hate', 'partisan', 'graphs', 'state', 'line', 'criterion', 'persuasive', 'state', 'old', 'low', 'death', 'rate', 'couid', 'mostly', 'due', 'high', 'vaccination', 'rate']","['state', 'line', 'criterion', 'state', 'death', 'rate', 'vaccination', 'rate']",0.605,subjective
698,"who knows, people come go, mixed vaccination status. spiked at almost 11k hospitalizations across canada couple weeks ago, so magical thinking doesn’t work.","who knows, people come go, mixed vaccination status. spiked at almost 11k hospitalizations across canada couple weeks ago, so magical thinking doesn’t work.",ENGLISH,"who knows, people come go, mixed vaccination status. spiked at almost 11k hospitalizations across canada couple weeks ago, so magical thinking doesn’t work.","[('who', 'WP'), ('knows', 'VBZ'), ('people', 'NNS'), ('come', 'VBP'), ('go', 'VB'), ('mixed', 'JJ'), ('vaccination', 'NN'), ('status', 'NN'), ('spiked', 'VBD'), ('at', 'IN'), ('almost', 'RB'), ('ask', 'JJ'), ('hospitalizations', 'NNS'), ('across', 'IN'), ('canada', 'JJ'), ('couple', 'NN'), ('weeks', 'NNS'), ('ago', 'RB'), ('so', 'RB'), ('magical', 'JJ'), ('thinking', 'NN'), ('doesn', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('work', 'NN')]","['know', 'people', 'come', 'go', 'mixed', 'vaccination', 'status', 'spiked', 'almost', 'ask', 'hospitalization', 'across', 'canada', 'couple', 'weeks_ago', 'magical', 'thinking', 'work']","['know', 'people', 'come', 'go', 'mixed', 'vaccination', 'status', 'spike', 'almost', 'ask', 'hospitalization', 'couple', 'weeks_ago', 'magical', 'thinking', 'work']","['people', 'vaccination', 'status', 'hospitalization', 'couple', 'thinking', 'work']",0.625,subjective
699,"tweets party anti-democracy, anti-education anti-vaccination","tweets party anti-democracy, anti-education anti-vaccination",ENGLISH,"tweets party anti-democracy, anti-education anti-vaccination","[('tweets', 'NNS'), ('party', 'NN'), ('anti', 'VBP'), ('democracy', 'NN'), ('anti', 'JJ'), ('education', 'NN'), ('anti', 'NNS'), ('vaccination', 'NN')]","['tweet', 'party', 'anti', 'democracy', 'anti', 'education', 'anti', 'vaccination']","['anti', 'democracy', 'anti', 'education']","['democracy', 'education']",0.0,objective
700,". alerting law enforcement talks about truck convoys protesting vaccination mandates, even one targeting super bowl. by",". alerting law enforcement talks about truck convoys protesting vaccination mandates, even one targeting super bowl. by",ENGLISH,". alerting law enforcement talks about truck convoys protesting vaccination mandates, even one targeting super bowl. by","[('alerting', 'VBG'), ('law', 'NN'), ('enforcement', 'NN'), ('talks', 'NNS'), ('about', 'IN'), ('truck', 'NN'), ('convoys', 'NNS'), ('protesting', 'VBG'), ('vaccination', 'NN'), ('mandates', 'NNS'), ('even', 'RB'), ('one', 'CD'), ('targeting', 'VBG'), ('super', 'NN'), ('bowl', 'NN'), ('by', 'IN')]","['alerting', 'law_enforcement', 'talk', 'truck', 'convoy', 'protesting', 'vaccination', 'mandate', 'even', 'one', 'targeting', 'super_bowl']","['alert', 'law_enforcement', 'talk', 'truck', 'convoy', 'protest', 'vaccination', 'mandate', 'even', 'target', 'super_bowl']","['truck', 'convoy', 'vaccination', 'mandate', 'super_bowl']",0.666666667,objective
701,huge rise deaths following vaccination campaign.,huge rise deaths following vaccination campaign.,ENGLISH,huge rise deaths following vaccination campaign.,"[('huge', 'JJ'), ('rise', 'NN'), ('deaths', 'NNS'), ('following', 'VBG'), ('vaccination', 'NN'), ('campaign', 'NN')]","['huge', 'rise', 'death', 'following', 'vaccination', 'campaign']","['huge', 'rise', 'death', 'follow', 'vaccination', 'campaign']","['rise', 'death', 'vaccination', 'campaign']",0.5,subjective
702,"should they be free choose measles vaxx too you shouldn't be able jeopardize my health, if i have take vaccination prevent jeopardizing you.","should they be free choose measles vaxx too you shouldn't be able jeopardize my health, if i have take vaccination prevent jeopardizing you.",ENGLISH,"should they be free choose measles vaxx too you shouldn't be able jeopardize my health, if i have take vaccination prevent jeopardizing you.","[('should', 'MD'), ('they', 'PRP'), ('be', 'VB'), ('free', 'JJ'), ('choose', 'JJ'), ('measles', 'NNS'), ('maxx', 'VBP'), ('too', 'RB'), ('you', 'PRP'), ('shouldn', 'VBP'), ('i', 'JJ'), ('be', 'VB'), ('able', 'JJ'), ('jeopardize', 'VB'), ('my', 'PRP$'), ('health', 'NN'), ('if', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('take', 'VBN'), ('vaccination', 'NN'), ('prevent', 'NN'), ('jeopardizing', 'NN'), ('you', 'PRP')]","['free', 'choose', 'measles', 'able', 'jeopardize', 'health', 'take', 'vaccination', 'prevent', 'jeopardizing']","['free', 'choose', 'measle', 'able', 'jeopardize', 'take', 'jeopardizing']","['measle', 'jeopardize', 'jeopardizing']",0.7125,subjective
703,vaccines are far more effective than mask mandates evidence that seems pretty clear with hospitals being much more overwhelmed deaths per 100k being much higher areas with lower vaccination rates mask mandates are just gonna put republicans back charge,vaccines are far more effective than mask mandates evidence that seems pretty clear with hospitals being much more overwhelmed deaths per 100k being much higher areas with lower vaccination rates mask mandates are just gonna put republicans back charge,ENGLISH,vaccines are far more effective than mask mandates evidence that seems pretty clear with hospitals being much more overwhelmed deaths per 100k being much higher areas with lower vaccination rates mask mandates are just gonna put republicans back charge,"[('vaccines', 'NNS'), ('are', 'VBP'), ('far', 'RB'), ('more', 'RBR'), ('effective', 'JJ'), ('than', 'IN'), ('mask', 'NN'), ('mandates', 'NNS'), ('evidence', 'NN'), ('that', 'IN'), ('seems', 'VBZ'), ('pretty', 'JJ'), ('clear', 'JJ'), ('with', 'IN'), ('hospitals', 'NNS'), ('being', 'VBG'), ('much', 'RB'), ('more', 'RBR'), ('overwhelmed', 'JJ'), ('deaths', 'NNS'), ('per', 'IN'), ('being', 'VBG'), ('much', 'JJ'), ('higher', 'JJR'), ('areas', 'NNS'), ('with', 'IN'), ('lower', 'JJR'), ('vaccination', 'NN'), ('rates', 'NNS'), ('mask', 'VBP'), ('mandates', 'NNS'), ('are', 'VBP'), ('just', 'RB'), ('gonna', 'VBN'), ('put', 'VBN'), ('republicans', 'NNS'), ('back', 'RB'), ('charge', 'NN')]","['vaccine', 'far', 'effective', 'mask', 'mandate', 'evidence', 'seems', 'pretty', 'clear', 'hospital', 'much', 'overwhelmed', 'death', 'per', 'much', 'higher', 'area', 'lower', 'vaccination', 'rate', 'mask', 'mandate', 'gonna', 'put', 'republican', 'back', 'charge']","['vaccine', 'far', 'effective', 'mask', 'mandate', 'evidence', 'seem', 'pretty', 'clear', 'hospital', 'much', 'overwhelmed', 'death', 'much', 'high', 'area', 'low', 'vaccination', 'rate', 'mask', 'mandate', 'go', 'put', 'republican', 'charge']","['vaccine', 'mask', 'evidence', 'hospital', 'death', 'area', 'vaccination', 'rate', 'mandate', 'republican', 'charge']",0.5854166670000001,subjective
704,"essex county executive joseph n. divincenzo, jr. board county commissioners announce essex county covid-19 vaccination &amp; testing locations with new hours starting february 8, 2022. #essexfellsnj","essex county executive joseph n. divincenzo, jr. board county commissioners announce essex county covid-19 vaccination &amp; testing locations with new hours starting february 8, 2022. #essexfellsnj",ENGLISH,"essex county executive joseph n. divincenzo, jr. board county commissioners announce essex county covid-19 vaccination &amp; testing locations with new hours starting february 8, 2022. #essexfellsnj","[('essex', 'JJ'), ('county', 'NN'), ('executive', 'NN'), ('joseph', 'NN'), ('i', 'JJ'), ('vincenzo', 'NN'), ('or', 'CC'), ('board', 'NN'), ('county', 'NN'), ('commissioners', 'NNS'), ('announce', 'VBP'), ('essex', 'JJ'), ('county', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('amp', 'IN'), ('testing', 'VBG'), ('locations', 'NNS'), ('with', 'IN'), ('new', 'JJ'), ('hours', 'NNS'), ('starting', 'VBG'), ('february', 'JJ'), ('eight', 'CD'), ('essexfellsnj', 'NN')]","['essex', 'county', 'executive', 'joseph', 'vincenzo', 'board', 'county', 'commissioner', 'announce', 'essex', 'county', 'couid', 'nineteen', 'vaccination', 'amp', 'testing', 'location', 'new', 'hour', 'starting', 'february', 'eight', 'essexfellsnj']","['announce', 'vaccination', 'amp', 'testing', 'location', 'new', 'hour', 'start', 'essexfellsnj']","['vaccination', 'amp', 'testing', 'location', 'hour']",0.277272727,objective
705,more more people are looking at bigger bigger especially since capacity vaccination tolerance has been reached.,more more people are looking at bigger bigger especially since capacity vaccination tolerance has been reached.,ENGLISH,more more people are looking at bigger bigger especially since capacity vaccination tolerance has been reached.,"[('more', 'RBR'), ('more', 'RBR'), ('people', 'NNS'), ('are', 'VBP'), ('looking', 'VBG'), ('at', 'IN'), ('bigger', 'JJR'), ('bigger', 'JJR'), ('especially', 'RB'), ('since', 'IN'), ('capacity', 'NN'), ('vaccination', 'NN'), ('tolerance', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('reached', 'VBN')]","['people', 'looking', 'bigger', 'bigger', 'especially', 'since', 'capacity', 'vaccination', 'tolerance', 'reached']","['people', 'look', 'big', 'bigger', 'especially', 'capacity', 'vaccination', 'tolerance', 'reach']","['people', 'capacity', 'vaccination', 'tolerance']",0.6,subjective
706,"you do realize that by time people go hospital it's not early stage anymore right mds do provide early treatment, most effective which by far is vaccination.","you do realize that by time people go hospital it's not early stage anymore right mds do provide early treatment, most effective which by far is vaccination.",ENGLISH,"you do realize that by time people go hospital it's not early stage anymore right mds do provide early treatment, most effective which by far is vaccination.","[('you', 'PRP'), ('do', 'VBP'), ('realize', 'VB'), ('that', 'IN'), ('by', 'IN'), ('time', 'NN'), ('people', 'NNS'), ('go', 'VBP'), ('hospital', 'JJ'), ('it', 'PRP'), ('i', 'VBZ'), ('not', 'RB'), ('early', 'JJ'), ('stage', 'NN'), ('anymore', 'RB'), ('right', 'JJ'), ('meds', 'NNS'), ('do', 'VBP'), ('provide', 'VB'), ('early', 'JJ'), ('treatment', 'NN'), ('most', 'RBS'), ('effective', 'JJ'), ('which', 'WDT'), ('by', 'IN'), ('far', 'RB'), ('is', 'VBZ'), ('vaccination', 'NN')]","['realize', 'time', 'people', 'go', 'hospital', 'not', 'early', 'stage', 'anymore', 'right', 'med', 'provide', 'early', 'treatment', 'effective', 'far', 'vaccination']","['realize', 'time', 'people', 'go', 'hospital', 'early', 'stage', 'anymore', 'right', 'med', 'provide', 'early', 'treatment', 'effective']","['time', 'people', 'hospital', 'stage', 'med', 'treatment']",0.572619048,subjective
707,"“we have no plans currently drop passport vaccination situation or masking,” said elliott at press conference wednesday. “we believe that masking is going be important some time come.” news more at","“we have no plans currently drop passport vaccination situation or masking,” said elliott at press conference wednesday. “we believe that masking is going be important some time come.” news more at",ENGLISH,"“we have no plans currently drop passport vaccination situation or masking,” said elliott at press conference wednesday. “we believe that masking is going be important some time come.” news more at","[('i', 'NN'), ('we', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('plans', 'NNS'), ('currently', 'RB'), ('drop', 'VBP'), ('passport', 'NN'), ('vaccination', 'NN'), ('situation', 'NN'), ('or', 'CC'), ('masking', 'NN'), ('i', 'NN'), ('said', 'VBD'), ('elliott', 'NN'), ('at', 'IN'), ('press', 'NN'), ('conference', 'NN'), ('wednesday', 'NN'), ('i', 'IN'), ('we', 'PRP'), ('believe', 'VBP'), ('that', 'IN'), ('masking', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('be', 'VB'), ('important', 'JJ'), ('some', 'DT'), ('time', 'NN'), ('come', 'VBN'), ('i', 'JJ'), ('news', 'NN'), ('more', 'RBR'), ('at', 'IN')]","['plan', 'currently', 'drop', 'passport', 'vaccination', 'situation', 'masking', 'said', 'elliott', 'press_conference', 'wednesday', 'believe', 'masking', 'going', 'important', 'time', 'come', 'news']","['plan', 'currently', 'drop', 'passport', 'vaccination', 'situation', 'masking', 'say', 'believe', 'mask', 'go', 'important', 'time', 'come', 'news']","['plan', 'passport', 'vaccination', 'situation', 'masking', 'time', 'news']",0.6333333329999999,subjective
708,"if you think about it, vaccination is harm-reduction existing.","if you think about it, vaccination is harm-reduction existing.",ENGLISH,"if you think about it, vaccination is harm-reduction existing.","[('if', 'IN'), ('you', 'PRP'), ('think', 'VBP'), ('about', 'IN'), ('it', 'PRP'), ('vaccination', 'NN'), ('is', 'VBZ'), ('harm', 'JJ'), ('reduction', 'NN'), ('existing', 'VBG')]","['think', 'vaccination', 'harm_reduction', 'existing']","['think', 'vaccination', 'harm_reduction', 'exist']","['vaccination', 'harm_reduction']",0.0,subjective
709,wait. do people still listen apoorva she blocked me like 8 months ago calling out her shitty takes vaccination. 🥴,wait. do people still listen apoorva she blocked me like 8 months ago calling out her shitty takes vaccination. woozy_face,ENGLISH,wait. do people still listen apoorva she blocked me like 8 months ago calling out her shitty takes vaccination. woozy_face,"[('wait', 'NN'), ('do', 'VBP'), ('people', 'NNS'), ('still', 'RB'), ('listen', 'VBP'), ('apoorva', 'JJ'), ('she', 'PRP'), ('blocked', 'VBD'), ('me', 'PRP'), ('like', 'IN'), ('eight', 'CD'), ('months', 'NNS'), ('ago', 'RB'), ('calling', 'VBG'), ('out', 'RP'), ('her', 'PRP$'), ('shitty', 'JJ'), ('takes', 'VBZ'), ('vaccination', 'NN')]","['wait', 'people', 'still', 'listen', 'apoorva', 'blocked', 'like', 'eight', 'month', 'ago', 'calling', 'shitty', 'take', 'vaccination']","['wait', 'people', 'still', 'listen', 'apoorva', 'block', 'month', 'ago', 'call', 'shitty', 'take', 'vaccination']","['people', 'month', 'shitty', 'vaccination']",0.0,subjective
