index,Text,pos_tagged_words,new_languages,words_list,new_text,scores,compound,sentiment_vader,,,,,,
61503,portugal drops testing requirements vaccinated travellers read more:,"[('portugal', 'JJ'), ('drops', 'NNS'), ('testing', 'VBG'), ('requirements', 'NNS'), ('vaccinated', 'JJ'), ('travelers', 'NNS'), ('read', 'VBP'), ('more', 'JJR')]",ENGLISH,"['portugal', 'drop', 'testing', 'requirement', 'vaccinate', 'traveler', 'read']",portugal drop testing requirement vaccinate traveler read,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61504,thailand visa update now indians can now apply evisa when travelling thailand. all fully vaccinated travelers any country around world can apply test &amp; go thailand pass up 60 days advance. #travelnews #visaupdate #thailand,"[('thailand', 'NN'), ('visa', 'NNS'), ('update', 'VBP'), ('now', 'RB'), ('indians', 'NNS'), ('can', 'MD'), ('now', 'RB'), ('apply', 'VB'), ('visa', 'NN'), ('when', 'WRB'), ('traveling', 'VBG'), ('thailand', 'RB'), ('all', 'DT'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('travelers', 'NNS'), ('any', 'DT'), ('country', 'NN'), ('around', 'IN'), ('world', 'NN'), ('can', 'MD'), ('apply', 'VB'), ('test', 'VB'), ('amp', 'NN'), ('go', 'VBP'), ('thailand', 'NN'), ('pass', 'NN'), ('up', 'RP'), ('sixty', 'JJ'), ('days', 'NNS'), ('advance', 'NN'), ('travelers', 'NNS'), ('visaupdate', 'VBP'), ('thailand', 'NN')]",ENGLISH,"['thailand', 'visa', 'update', 'indians', 'apply', 'visa', 'travel', 'thailand', 'fully', 'vaccinate', 'traveler', 'country', 'around', 'world', 'apply', 'test', 'amp', 'go', 'thailand', 'pass', 'sixty', 'day', 'advance', 'traveler', 'visaupdate', 'thailand']",thailand visa update indians apply visa travel thailand fully vaccinate traveler country around world apply test amp go thailand pass sixty day advance traveler visaupdate thailand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61550,can i need rtpcr report travelling delhi mumbai if i vaccinated with both doses,"[('can', 'MD'), ('i', 'VB'), ('need', 'MD'), ('roper', 'VB'), ('report', 'NN'), ('traveling', 'VBG'), ('delhi', 'JJ'), ('mumbai', 'NN'), ('if', 'IN'), ('i', 'JJ'), ('vaccinated', 'VBN'), ('with', 'IN'), ('both', 'DT'), ('doses', 'NNS')]",ENGLISH,"['need', 'roper_report', 'traveling', 'delhi', 'mumbai', 'vaccinate', 'dose']",need roper_report traveling delhi mumbai vaccinate dose,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61560,"#people who are #triple-#vaccinated,","[('people', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('triple', 'JJ'), ('i', 'NN'), ('vaccinated', 'VBD')]",ENGLISH,"['people', 'triple', 'vaccinate']",people triple vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61564,vaccinating children ages 5 years older can help keep them school help them safely #participate #sports playdates other group activities. help #protectchildren your whole family slow spread #covid19 your community by getting yourself vaccinated,"[('vaccinating', 'VBG'), ('children', 'NNS'), ('ages', 'VBZ'), ('five', 'CD'), ('years', 'NNS'), ('older', 'JJR'), ('can', 'MD'), ('help', 'VB'), ('keep', 'VB'), ('them', 'PRP'), ('school', 'NN'), ('help', 'VB'), ('them', 'PRP'), ('safely', 'RB'), ('participate', 'VB'), ('sports', 'NNS'), ('playdates', 'VBZ'), ('other', 'JJ'), ('group', 'NN'), ('activities', 'NNS'), ('help', 'VBP'), ('protectchildren', 'VB'), ('your', 'PRP$'), ('whole', 'JJ'), ('family', 'NN'), ('slow', 'VB'), ('spread', 'NN'), ('your', 'PRP$'), ('community', 'NN'), ('by', 'IN'), ('getting', 'VBG'), ('yourself', 'PRP'), ('vaccinated', 'VBD')]",ENGLISH,"['vaccinate', 'child', 'age', 'five', 'year', 'old', 'help', 'keep', 'school', 'help', 'safely', 'participate', 'sport', 'playdate', 'group', 'activity', 'help', 'protectchildren', 'whole', 'family', 'slow', 'spread', 'community', 'get', 'vaccinate']",vaccinate child age five year old help keep school help safely participate sport playdate group activity help protectchildren whole family slow spread community get vaccinate,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.8834}",0.8834,positive,,,,,,
61581,"being vaccinated doesn't guarantee safety, infact many cases it caused different illness due side effects etc. so bottom line is no matter what we do, we're not safe.","[('being', 'VBG'), ('vaccinated', 'VBN'), ('does', 'VBZ'), ('not', 'RB'), ('guarantee', 'VB'), ('safety', 'NN'), ('infact', 'NN'), ('many', 'JJ'), ('cases', 'NNS'), ('it', 'PRP'), ('caused', 'VBD'), ('different', 'JJ'), ('illness', 'NN'), ('due', 'JJ'), ('side', 'NN'), ('effects', 'NNS'), ('etc', 'VBP'), ('so', 'RB'), ('bottom', 'JJ'), ('line', 'NN'), ('is', 'VBZ'), ('no', 'DT'), ('matter', 'NN'), ('what', 'WP'), ('we', 'PRP'), ('do', 'VBP'), ('we', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('safe', 'JJ')]",ENGLISH,"['vaccinate', 'not', 'guarantee', 'safety', 'infact', 'many', 'case', 'cause', 'different', 'illness', 'due', 'side_effect', 'etc', 'bottom', 'line', 'matter', 'not', 'safe']",vaccinate not guarantee safety infact many case cause different illness due side_effect etc bottom line matter not safe,"{'neg': 0.33, 'neu': 0.638, 'pos': 0.032, 'compound': -0.8511}",-0.8511,negative,,,,,,
61586,does it mean you dont need upload rtpcr tests within 72hrs if you are double vaccinated,"[('does', 'VBZ'), ('it', 'PRP'), ('mean', 'VB'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('need', 'VB'), ('upload', 'JJ'), ('roper', 'NN'), ('tests', 'NNS'), ('within', 'IN'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('double', 'JJ'), ('vaccinated', 'JJ')]",ENGLISH,"['mean', 'not', 'need', 'upload', 'roper', 'test', 'within', 'double', 'vaccinated']",mean not need upload roper test within double vaccinated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61598,"what abt kids mine is 7yr old , does he needs get rt pcr test as he is not vaccinated","[('what', 'WP'), ('abt', 'NN'), ('kids', 'NNS'), ('mine', 'NN'), ('is', 'VBZ'), ('yr', 'JJ'), ('old', 'JJ'), ('does', 'VBZ'), ('he', 'PRP'), ('needs', 'VBZ'), ('get', 'VB'), ('it', 'PRP'), ('per', 'JJR'), ('test', 'NN'), ('as', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('vaccinated', 'VBN')]",ENGLISH,"['kids', '-PRON-', 'yr_old', 'need', 'get', 'per', 'test', 'not', 'vaccinate']",kids -PRON- yr_old need get per test not vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61619,"more than 11,500 people have been mobilized get vaccinated within first two months drive. #get_vaccinated #stay_safe #jan_vikas_sansthan","[('more', 'RBR'), ('than', 'IN'), ('eleven', 'RB'), ('people', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('mobilized', 'VBN'), ('get', 'NN'), ('vaccinated', 'VBN'), ('within', 'IN'), ('first', 'JJ'), ('two', 'CD'), ('months', 'NNS'), ('drive', 'VBP')]",ENGLISH,"['eleven', 'people', 'mobilize', 'get', 'vaccinate', 'within', 'first', 'two', 'month', 'drive']",eleven people mobilize get vaccinate within first two month drive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61638,huge manipulation scam is going covid-19 vaccinations. just minute before i got this msg then someone named abadi chandravati getting vaccinated.,"[('huge', 'JJ'), ('manipulation', 'NN'), ('scam', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('couid', 'JJ'), ('nineteen', 'JJ'), ('vaccinations', 'NNS'), ('just', 'RB'), ('minute', 'NN'), ('before', 'IN'), ('i', 'NN'), ('got', 'VBD'), ('this', 'DT'), ('mug', 'NN'), ('then', 'RB'), ('someone', 'NN'), ('named', 'VBD'), ('abad', 'JJ'), ('chandravati', 'NNS'), ('getting', 'VBG'), ('vaccinated', 'VBD')]",ENGLISH,"['huge', 'manipulation', 'scam', 'go', 'couid', 'nineteen', 'vaccination', 'minute', 'get', 'mug', 'someone', 'name', 'abad', 'chandravati', 'get', 'vaccinate']",huge manipulation scam go couid nineteen vaccination minute get mug someone name abad chandravati get vaccinate,"{'neg': 0.234, 'neu': 0.675, 'pos': 0.091, 'compound': -0.5574}",-0.5574,negative,,,,,,
61642,spiralling covid-19 cases drive parents get their children vaccinated | new straits times,"[('spiraling', 'VBG'), ('couid', 'NN'), ('nineteen', 'JJ'), ('cases', 'NNS'), ('drive', 'VBP'), ('parents', 'NNS'), ('get', 'VBP'), ('their', 'PRP$'), ('children', 'NNS'), ('vaccinated', 'VBN'), ('new', 'JJ'), ('straits', 'NNS'), ('times', 'NNS')]",ENGLISH,"['spiral', 'couid', 'nineteen', 'case', 'drive', 'parent', 'get', 'child', 'vaccinate', 'new', 'strait', 'time']",spiral couid nineteen case drive parent get child vaccinate new strait time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61686,can 2 years kid travel with vaccinated mother arrival visa india doha.,"[('can', 'MD'), ('two', 'CD'), ('years', 'NNS'), ('kid', 'VBD'), ('travel', 'NN'), ('with', 'IN'), ('vaccinated', 'JJ'), ('mother', 'NN'), ('arrival', 'NN'), ('visa', 'IN'), ('india', 'JJ'), ('dona', 'NN')]",ENGLISH,"['two', 'year', 'kid', 'travel', 'vaccinated', 'mother', 'arrival', 'visa', 'india', 'dona']",two year kid travel vaccinated mother arrival visa india dona,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61692,"do we need have rtpcr test report travel delhi im fully vaccinated but my child is 14 year old, do i need show rtpcr test report travel delhi","[('do', 'VBP'), ('we', 'PRP'), ('need', 'VBP'), ('have', 'VBP'), ('roper', 'VBN'), ('test', 'NN'), ('report', 'NN'), ('travel', 'NN'), ('delhi', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('but', 'CC'), ('my', 'PRP$'), ('child', 'NN'), ('is', 'VBZ'), ('fourteen', 'JJ'), ('year', 'NN'), ('old', 'JJ'), ('do', 'VBP'), ('i', 'VB'), ('need', 'VB'), ('show', 'NN'), ('roper', 'JJ'), ('test', 'NN'), ('report', 'NN'), ('travel', 'NN'), ('delhi', 'NN')]",ENGLISH,"['need', 'roper', 'test', 'report', 'travel', 'delhi', 'fully', 'vaccinate', 'child', 'fourteen', 'year_old', 'need', 'show', 'roper', 'test', 'report', 'travel', 'delhi']",need roper test report travel delhi fully vaccinate child fourteen year_old need show roper test report travel delhi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61776,7 countries fully vaccinated indians can travel via,"[('seven', 'CD'), ('countries', 'NNS'), ('fully', 'RB'), ('vaccinated', 'VBD'), ('indians', 'NNS'), ('can', 'MD'), ('travel', 'VB'), ('via', 'IN')]",ENGLISH,"['seven', 'country', 'fully', 'vaccinate', 'indians', 'travel', 'via']",seven country fully vaccinate indians travel via,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61792,how about you get educated stop being one big fat jahil. around 10 crore people are not vaccinated. around same number refuse even believe corona exists refuse wear masks. so before uttering your jahalat next time do some research before commenting,"[('how', 'WRB'), ('about', 'IN'), ('you', 'PRP'), ('get', 'VBP'), ('educated', 'VBN'), ('stop', 'NN'), ('being', 'VBG'), ('one', 'CD'), ('big', 'JJ'), ('fat', 'NN'), ('jail', 'NN'), ('around', 'IN'), ('ten', 'JJ'), ('crore', 'NN'), ('people', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('vaccinated', 'VBN'), ('around', 'IN'), ('same', 'JJ'), ('number', 'NN'), ('refuse', 'VB'), ('even', 'RB'), ('believe', 'VB'), ('corona', 'NN'), ('exists', 'NNS'), ('refuse', 'VBP'), ('wear', 'JJ'), ('masks', 'NNS'), ('so', 'RB'), ('before', 'IN'), ('uttering', 'VBG'), ('your', 'PRP$'), ('jahalat', 'JJ'), ('next', 'JJ'), ('time', 'NN'), ('do', 'VB'), ('some', 'DT'), ('research', 'NN'), ('before', 'IN'), ('commenting', 'VBG')]",ENGLISH,"['get', 'educate', 'stop', 'one', 'big', 'fat', 'jail', 'around', 'ten', 'crore', 'people', 'not', 'vaccinate', 'around', 'number', 'refuse', 'even', 'believe', 'corona', 'exist', 'refuse', 'wear_masks', 'utter', 'jahalat', 'next', 'time', 'research', 'commenting']",get educate stop one big fat jail around ten crore people not vaccinate around number refuse even believe corona exist refuse wear_masks utter jahalat next time research commenting,"{'neg': 0.147, 'neu': 0.824, 'pos': 0.029, 'compound': -0.6486}",-0.6486,negative,,,,,,
61835,union minister mansukh mandaviya said that over one crore #youngsters between 15-18 age group is now fully vaccinated against covid-19.,"[('union', 'NN'), ('minister', 'NN'), ('masuka', 'NN'), ('mandaviya', 'NN'), ('said', 'VBD'), ('that', 'IN'), ('over', 'IN'), ('one', 'CD'), ('crore', 'NN'), ('youngsters', 'NNS'), ('between', 'IN'), ('fifteen', 'JJ'), ('eighteen', 'JJ'), ('age', 'NN'), ('group', 'NN'), ('is', 'VBZ'), ('now', 'RB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NN')]",ENGLISH,"['union', 'minister_masuka', 'mandaviya', 'say', 'one', 'crore_youngster', 'fifteen_eighteen', 'age_group', 'fully', 'vaccinate', 'couid', 'nineteen']",union minister_masuka mandaviya say one crore_youngster fifteen_eighteen age_group fully vaccinate couid nineteen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61868,government allows 70% - 100% students return campus march 2022. all vaccinated international students are allowed enter with following quarantine period: complete vaccine – 7-day quarantine complete vaccine booster dosage – 5-day quarantine #upm,"[('government', 'NN'), ('allows', 'VBZ'), ('seventy', 'JJ'), ('students', 'NNS'), ('return', 'VBP'), ('campus', 'VBN'), ('march', 'VBP'), ('all', 'DT'), ('vaccinated', 'VBD'), ('international', 'JJ'), ('students', 'NNS'), ('are', 'VBP'), ('allowed', 'VBN'), ('enter', 'RBR'), ('with', 'IN'), ('following', 'VBG'), ('quarantine', 'JJ'), ('complete', 'JJ'), ('vaccine', 'NN'), ('i', 'JJ'), ('seven', 'CD'), ('day', 'NN'), ('quarantine', 'VB'), ('complete', 'JJ'), ('vaccine', 'NN'), ('booster', 'NN'), ('dosage', 'NN'), ('i', 'JJ'), ('five', 'CD'), ('day', 'NN'), ('quarantine', 'VB'), ('up', 'RP')]",ENGLISH,"['government', 'allow', 'seventy', 'student', 'return', 'campus', 'march', 'vaccinate', 'international', 'student', 'allow', 'enter', 'follow', 'quarantine', 'complete', 'vaccine', 'seven', 'day', 'quarantine', 'complete', 'vaccine', 'booster', 'dosage', 'five', 'day', 'quarantine']",government allow seventy student return campus march vaccinate international student allow enter follow quarantine complete vaccine seven day quarantine complete vaccine booster dosage five day quarantine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61875,elon musk is against forcing people be vaccinated..,"[('elon', 'NN'), ('musk', 'NN'), ('is', 'VBZ'), ('against', 'IN'), ('forcing', 'VBG'), ('people', 'NNS'), ('be', 'VB'), ('vaccinated', 'VBN'), ('i', 'NN')]",ENGLISH,"['elon', 'musk', 'force', 'people', 'vaccinate']",elon musk force people vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61880,coronavirus omicron live updates: who says possibility new variants high; 1 crore teens vaccinated says health minister,"[('coronavirus', 'NN'), ('omicron', 'MD'), ('live', 'VB'), ('updates', 'NNS'), ('who', 'WP'), ('says', 'VBZ'), ('possibility', 'NN'), ('new', 'JJ'), ('variants', 'NNS'), ('high', 'JJ'), ('one', 'CD'), ('crore', 'NN'), ('teens', 'NNS'), ('vaccinated', 'VBD'), ('says', 'VBZ'), ('health', 'NN'), ('minister', 'NN')]",ENGLISH,"['coronavirus', 'omicron', 'live', 'updates', 'say', 'possibility', 'new', 'variant', 'high', 'one', 'crore', 'teen', 'vaccinate', 'say', 'health', 'minister']",coronavirus omicron live updates say possibility new variant high one crore teen vaccinate say health minister,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61911,get vaccinated within 10 minutes here at ppv subang parade,"[('get', 'NN'), ('vaccinated', 'VBN'), ('within', 'IN'), ('ten', 'JJ'), ('minutes', 'NNS'), ('here', 'RB'), ('at', 'IN'), ('pav', 'NN'), ('bang', 'NN'), ('parade', 'NN')]",ENGLISH,"['get', 'vaccinate', 'within', 'ten', 'minute', 'pav', 'bang', 'parade']",get vaccinate within ten minute pav bang parade,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61914,coronavirus india live updates: 50% world's population 'fully vaccinated',"[('coronavirus', 'NN'), ('india', 'NN'), ('live', 'JJ'), ('updates', 'NNS'), ('fifty', 'JJ'), ('world', 'NN'), ('i', 'NN'), ('population', 'VBP'), ('fully', 'RB'), ('vaccinated', 'VBN')]",ENGLISH,"['coronavirus', 'india', 'live', 'updates', 'fifty', 'world', 'population', 'fully', 'vaccinate']",coronavirus india live updates fifty world population fully vaccinate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61953,covid-19: assam students urged get vaccinated before board – times india,"[('couid', 'NN'), ('nineteen', 'NNS'), ('assay', 'VBP'), ('students', 'NNS'), ('urged', 'VBD'), ('get', 'NN'), ('vaccinated', 'VBN'), ('before', 'IN'), ('board', 'NN'), ('i', 'NN'), ('times', 'NNS'), ('india', 'VBP')]",ENGLISH,"['couid', 'nineteen', 'assay', 'student', 'urge', 'get', 'vaccinate', 'board', 'time', 'india']",couid nineteen assay student urge get vaccinate board time india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61962,assume every educated person is vaccinated india.,"[('assume', 'VB'), ('every', 'DT'), ('educated', 'JJ'), ('person', 'NN'), ('is', 'VBZ'), ('vaccinated', 'VBN'), ('india', 'NN')]",ENGLISH,"['assume', 'every', 'educate', 'person', 'vaccinate', 'india']",assume every educate person vaccinate india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61963,"omicron doesn't care if you're vaccinated or not. you get it, no matter how many boosters you get, no matter how many masks you wear... omicron is gonna get you.","[('omicron', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('care', 'VB'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('or', 'CC'), ('not', 'RB'), ('you', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('no', 'DT'), ('matter', 'NN'), ('how', 'WRB'), ('many', 'JJ'), ('boosters', 'NNS'), ('you', 'PRP'), ('get', 'VBP'), ('no', 'DT'), ('matter', 'NN'), ('how', 'WRB'), ('many', 'JJ'), ('masks', 'NNS'), ('you', 'PRP'), ('wear', 'VBP'), ('omicron', 'PRP'), ('is', 'VBZ'), ('going', 'VBG'), ('to', 'TO'), ('get', 'VB'), ('you', 'PRP')]",ENGLISH,"['omicron', 'not', 'care', 'vaccinated', 'not', 'get', 'matter', 'many', 'booster', 'get', 'matter', 'many', 'mask', 'wear', 'omicron', 'go', 'get']",omicron not care vaccinated not get matter many booster get matter many mask wear omicron go get,"{'neg': 0.205, 'neu': 0.73, 'pos': 0.064, 'compound': -0.703}",-0.703,negative,,,,,,
61975,"1 crore adolescents 15-18 years group fully vaccinated against covid-19, says mandaviya","[('one', 'CD'), ('crore', 'NN'), ('adolescents', 'NNS'), ('fifteen', 'JJ'), ('eighteen', 'JJ'), ('years', 'NNS'), ('group', 'NN'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('says', 'VBZ'), ('mandaviya', 'NN')]",ENGLISH,"['one', 'crore', 'adolescents_fifteen', 'eighteen', 'year', 'group', 'fully', 'vaccinate', 'couid', 'nineteen', 'say', 'mandaviya']",one crore adolescents_fifteen eighteen year group fully vaccinate couid nineteen say mandaviya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
61977,over 90% adult population karnataka fully vaccinated against covid-19,"[('over', 'IN'), ('ninety', 'NN'), ('adult', 'NN'), ('population', 'NN'), ('karnataka', 'NNP'), ('fully', 'RB'), ('vaccinated', 'VBD'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NN')]",ENGLISH,"['ninety', 'adult_population', 'karnataka', 'fully', 'vaccinate', 'couid', 'nineteen']",ninety adult_population karnataka fully vaccinate couid nineteen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
62055,"#covid19 : rt-pcr tests not required fully vaccinated people enter #meghalaya , says cm conrad sangma","[('it', 'PRP'), ('per', 'IN'), ('tests', 'NNS'), ('not', 'RB'), ('required', 'VBN'), ('fully', 'RB'), ('vaccinated', 'JJ'), ('people', 'NNS'), ('enter', 'VBP'), ('meghalaya', 'JJ'), ('says', 'VBZ'), ('am', 'VBP'), ('conrad', 'NN'), ('sang', 'NN')]",ENGLISH,"['per', 'test', 'not', 'require', 'fully', 'vaccinated', 'people', 'enter', 'meghalaya', 'say', 'conrad_sang']",per test not require fully vaccinated people enter meghalaya say conrad_sang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
62135,"india has shown remarkable commitment help india recover despite challenges posed by pandemic. over 170 cr have been vaccinated india, much higher than developed nations. these vaccines were made made by india, which spared us begging foreign countries","[('india', 'NN'), ('has', 'VBZ'), ('shown', 'VBN'), ('remarkable', 'JJ'), ('commitment', 'NN'), ('help', 'NN'), ('india', 'VB'), ('recover', 'VB'), ('despite', 'IN'), ('challenges', 'NNS'), ('posed', 'VBN'), ('by', 'IN'), ('pandemic', 'JJ'), ('over', 'IN'), ('or', 'CC'), ('have', 'VBP'), ('been', 'VBN'), ('vaccinated', 'VBN'), ('india', 'RB'), ('much', 'RB'), ('higher', 'JJR'), ('than', 'IN'), ('developed', 'VBN'), ('nations', 'NNS'), ('these', 'DT'), ('vaccines', 'NNS'), ('we', 'PRP'), ('are', 'VBP'), ('made', 'VBN'), ('made', 'VBN'), ('by', 'IN'), ('india', 'NN'), ('which', 'WDT'), ('spared', 'VBD'), ('us', 'PRP'), ('begging', 'VBG'), ('foreign', 'JJ'), ('countries', 'NNS')]",ENGLISH,"['india', 'shown', 'remarkable', 'commitment', 'help', 'india', 'recover', 'despite', 'challenge', 'pose', 'pandemic', 'vaccinated', 'india', 'much', 'high', 'develop', 'nation', 'vaccine', 'make', 'make', 'india', 'spare', '-PRON-', 'beg', 'foreign', 'country']",india shown remarkable commitment help india recover despite challenge pose pandemic vaccinated india much high develop nation vaccine make make india spare -PRON- beg foreign country,"{'neg': 0.028, 'neu': 0.771, 'pos': 0.202, 'compound': 0.8261}",0.8261,positive,,,,,,
62198,"historic feat, over 1 crore young indians now fully vaccinated against covid-19: mansukh mandaviya #vaccinationdrive","[('historic', 'JJ'), ('feat', 'NN'), ('over', 'IN'), ('one', 'CD'), ('crore', 'NN'), ('young', 'JJ'), ('indians', 'NNS'), ('now', 'RB'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('masuka', 'NN'), ('mandaviya', 'NN'), ('vaccinationdrive', 'NN')]",ENGLISH,"['historic_feat', 'one', 'crore', 'young', 'indians', 'fully', 'vaccinate', 'couid', 'nineteen', 'masuka_mandaviya', 'vaccinationdrive']",historic_feat one crore young indians fully vaccinate couid nineteen masuka_mandaviya vaccinationdrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
62220,"proud our health care workers our health care workers are going extreme border village ensure no one is left behind get vaccinated. salute their determination, we reach target 💯 percent covid vaccination soon. #harghardastak","[('proud', 'JJ'), ('our', 'PRP$'), ('health', 'NN'), ('care', 'NN'), ('workers', 'NNS'), ('our', 'PRP$'), ('health', 'NN'), ('care', 'NN'), ('workers', 'NNS'), ('are', 'VBP'), ('going', 'VBG'), ('extreme', 'JJ'), ('border', 'NN'), ('village', 'NN'), ('ensure', 'VB'), ('no', 'DT'), ('one', 'NN'), ('is', 'VBZ'), ('left', 'VBN'), ('behind', 'IN'), ('get', 'NN'), ('vaccinated', 'VBN'), ('salute', 'VBP'), ('their', 'PRP$'), ('determination', 'NN'), ('we', 'PRP'), ('reach', 'VBP'), ('target', 'VB'), ('percent', 'JJ'), ('couid', 'NN'), ('vaccination', 'NN'), ('soon', 'RB'), ('harghardastak', 'VBD')]",ENGLISH,"['proud', 'health', 'care', 'worker', 'health', 'care', 'worker', 'go', 'extreme', 'border', 'village', 'ensure', 'one', 'leave', 'behind', 'get', 'vaccinated', 'salute', 'determination', 'reach', 'target', 'percent', 'couid', 'vaccination', 'soon', 'harghardastak']",proud health care worker health care worker go extreme border village ensure one leave behind get vaccinated salute determination reach target percent couid vaccination soon harghardastak,"{'neg': 0.049, 'neu': 0.599, 'pos': 0.353, 'compound': 0.9136}",0.9136,positive,,,,,,
62345,most people china are vaccinated with three shots,"[('most', 'JJS'), ('people', 'NNS'), ('china', 'NNS'), ('are', 'VBP'), ('vaccinated', 'VBN'), ('with', 'IN'), ('three', 'CD'), ('shots', 'NNS')]",ENGLISH,"['people', 'china', 'vaccinate', 'three', 'shot']",people china vaccinate three shot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
62371,#spain tourists require booster jabs those vaccinated before may 2021 #dakucovidupdates,"[('spain', 'NN'), ('tourists', 'NNS'), ('require', 'VBP'), ('booster', 'NN'), ('jabs', 'NNS'), ('those', 'DT'), ('vaccinated', 'VBN'), ('before', 'RB'), ('may', 'MD'), ('dakucovidupdates', 'VB')]",ENGLISH,"['spain', 'tourist', 'require', 'booster', 'jabs', 'vaccinate', 'may', 'dakucovidupdate']",spain tourist require booster jabs vaccinate may dakucovidupdate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,,,,
